"Relative Time (Process)","slope: 2 - _step","slope: 2 - _step__MIN","slope: 2 - _step__MAX","slope: 2 - test/returns_stat/mean","slope: 2 - test/returns_stat/mean__MIN","slope: 2 - test/returns_stat/mean__MAX","slope: 50 - _step","slope: 50 - _step__MIN","slope: 50 - _step__MAX","slope: 50 - test/returns_stat/mean","slope: 50 - test/returns_stat/mean__MIN","slope: 50 - test/returns_stat/mean__MAX","slope: 1 - _step","slope: 1 - _step__MIN","slope: 1 - _step__MAX","slope: 1 - test/returns_stat/mean","slope: 1 - test/returns_stat/mean__MIN","slope: 1 - test/returns_stat/mean__MAX","slope: 100 - _step","slope: 100 - _step__MIN","slope: 100 - _step__MAX","slope: 100 - test/returns_stat/mean","slope: 100 - test/returns_stat/mean__MIN","slope: 100 - test/returns_stat/mean__MAX","slope: 10 - _step","slope: 10 - _step__MIN","slope: 10 - _step__MAX","slope: 10 - test/returns_stat/mean","slope: 10 - test/returns_stat/mean__MIN","slope: 10 - test/returns_stat/mean__MAX"
"911.459365","2822","2822","2822","38.6372","38.6372","38.6372","","","","","","","","","","","","","","","","","","","","","","","",""
"912.349576","3111","3111","3111","30.652584","30.652584","30.652584","","","","","","","","","","","","","","","","","","","","","","","",""
"917.78395","208217","208217","208217","39.68384","39.68384","39.68384","","","","","","","","","","","","","","","","","","","","","","","",""
"921.379108","3082","3082","3082","26.734896","26.734896","26.734896","","","","","","","","","","","","","","","","","","","","","","","",""
"921.53322","208596","208596","208596","36.90981","36.90981","36.90981","","","","","","","","","","","","","","","","","","","","","","","",""
"921.76543","208367","208367","208367","47.173775","47.173775","47.173775","","","","","","","","","","","","","","","","","","","","","","","",""
"922.861714","207859","207859","207859","39.663","39.663","39.663","","","","","","","","","","","","","","","","","","","","","","","",""
"927.215407","208016","208016","208016","35.958828","35.958828","35.958828","","","","","","","","","","","","","","","","","","","","","","","",""
"936.5358412265778","","","","","","","","","","","","","75","75","75","32.525474548339844","32.525474548339844","32.525474548339844","","","","","","","","","","","",""
"942.084883","207939","207939","207939","37.553604","37.553604","37.553604","","","","","","","","","","","","","","","","","","","","","","","",""
"946.42746","208646","208646","208646","33.06174","33.06174","33.06174","","","","","","","","","","","","","","","","","","","","","","","",""
"947.7547690868378","","","","","","","76","76","76","34.05167770385742","34.05167770385742","34.05167770385742","","","","","","","","","","","","","","","","","",""
"952.8764042854309","","","","","","","","","","","","","74","74","74","33.69278335571289","33.69278335571289","33.69278335571289","","","","","","","","","","","",""
"956.3817868232727","76","76","76","44.27109909057617","44.27109909057617","44.27109909057617","","","","","","","","","","","","","","","","","","","","","","","",""
"957.2957861423492","74","74","74","40.50044250488281","40.50044250488281","40.50044250488281","","","","","","","","","","","","","","","","","","","","","","","",""
"965.1547062397003","","","","","","","","","","","","","","","","","","","74","74","74","45.00054168701172","45.00054168701172","45.00054168701172","","","","","",""
"970.0228509902954","","","","","","","74","74","74","40.901634216308594","40.901634216308594","40.901634216308594","","","","","","","","","","","","","","","","","",""
"974.1313118934631","75","75","75","36.93880081176758","36.93880081176758","36.93880081176758","","","","","","","","","","","","","","","","","","","","","","","",""
"978.559975","224809","224809","224809","37.831093","37.831093","37.831093","","","","","","","","","","","","","","","","","","","","","","","",""
"983.6804821491241","","","","","","","","","","","","","","","","","","","74","74","74","37.065311431884766","37.065311431884766","37.065311431884766","","","","","",""
"986.361303","3400","3400","3400","37.51679","37.51679","37.51679","","","","","","","","","","","","","","","","","","","","","","","",""
"986.742748","207906","207906","207906","31.125015","31.125015","31.125015","","","","","","","","","","","","","","","","","","","","","","","",""
"991.440598","3371","3371","3371","37.483093","37.483093","37.483093","","","","","","","","","","","","","","","","","","","","","","","",""
"992.954452","3371","3371","3371","34.91566","34.91566","34.91566","","","","","","","","","","","","","","","","","","","","","","","",""
"995.7638330459595","","","","","","","","","","","","","","","","","","","","","","","","","75","75","75","36.80632400512695","36.80632400512695","36.80632400512695"
"996.269977","229501","229501","229501","31.608446","31.608446","31.608446","","","","","","","","","","","","","","","","","","","","","","","",""
"1001.543456","229520","229520","229520","39.53289","39.53289","39.53289","","","","","","","","","","","","","","","","","","","","","","","",""
"1002.404294","3400","3400","3400","37.44981","37.44981","37.44981","","","","","","","","","","","","","","","","","","","","","","","",""
"1006.517925","3111","3111","3111","44.4188","44.4188","44.4188","","","","","","","","","","","","","","","","","","","","","","","",""
"1006.807667","208151","208151","208151","34.468315","34.468315","34.468315","","","","","","","","","","","","","","","","","","","","","","","",""
"1006.946417","3111","3111","3111","28.73214","28.73214","28.73214","","","","","","","","","","","","","","","","","","","","","","","",""
"1012.813739","228624","228624","228624","41.37533","41.37533","41.37533","","","","","","","","","","","","","","","","","","","","","","","",""
"1014.2532510757446","","","","","","","76","76","76","29.307964324951172","29.307964324951172","29.307964324951172","","","","","","","","","","","","","","","","","",""
"1015.2621018886566","144581","144581","144581","37.982017517089844","37.982017517089844","37.982017517089844","","","","","","","","","","","","","","","","","","","","","","","",""
"1016.464916","3371","3371","3371","34.17121","34.17121","34.17121","","","","","","","","","","","","","","","","","","","","","","","",""
"1016.565389","228829","228829","228829","41.732513","41.732513","41.732513","","","","","","","","","","","","","","","","","","","","","","","",""
"1021.809041","229359","229359","229359","45.52337","45.52337","45.52337","","","","","","","","","","","","","","","","","","","","","","","",""
"1022.891093","229298","229298","229298","36.05284","36.05284","36.05284","","","","","","","","","","","","","","","","","","","","","","","",""
"1032.252737","229496","229496","229496","33.679935","33.679935","33.679935","","","","","","","","","","","","","","","","","","","","","","","",""
"1033.0753219127655","64","64","64","16.479726791381836","16.479726791381836","16.479726791381836","","","","","","","","","","","","","","","","","","","","","","","",""
"1046.469764","228900","228900","228900","36.117725","36.117725","36.117725","","","","","","","","","","","","","","","","","","","","","","","",""
"1047.121851","228746","228746","228746","35.277714","35.277714","35.277714","","","","","","","","","","","","","","","","","","","","","","","",""
"1049.0355439186096","85","85","85","36.332210540771484","36.332210540771484","36.332210540771484","","","","","","","","","","","","","","","","","","","","","","","",""
"1057.3618731498718","","","","","","","","","","","","","85","85","85","37.04562759399414","37.04562759399414","37.04562759399414","","","","","","","","","","","",""
"1068.592416","250181","250181","250181","35.296803","35.296803","35.296803","","","","","","","","","","","","","","","","","","","","","","","",""
"1076.486678","3660","3660","3660","43.926826","43.926826","43.926826","","","","","","","","","","","","","","","","","","","","","","","",""
"1081.413191","3660","3660","3660","36.16186","36.16186","36.16186","","","","","","","","","","","","","","","","","","","","","","","",""
"1083.011049","3660","3660","3660","33.604942","33.604942","33.604942","","","","","","","","","","","","","","","","","","","","","","","",""
"1083.3223340511322","","","","","","","","","","","","","86","86","86","32.565650939941406","32.565650939941406","32.565650939941406","","","","","","","","","","","",""
"1091.301381","249502","249502","249502","34.83654","34.83654","34.83654","","","","","","","","","","","","","","","","","","","","","","","",""
"1091.58291","249698","249698","249698","30.646646","30.646646","30.646646","","","","","","","","","","","","","","","","","","","","","","","",""
"1091.5907130241394","","","","","","","86","86","86","33.2545051574707","33.2545051574707","33.2545051574707","","","","","","","","","","","","","","","","","",""
"1091.781307","229533","229533","229533","39.31984","39.31984","39.31984","","","","","","","","","","","","","","","","","","","","","","","",""
"1092.460353","3660","3660","3660","38.99676","38.99676","38.99676","","","","","","","","","","","","","","","","","","","","","","","",""
"1096.3858869075775","","","","","","","","","","","","","84","84","84","35.13246154785156","35.13246154785156","35.13246154785156","","","","","","","","","","","",""
"1101.57879","3371","3371","3371","35.769917","35.769917","35.769917","","","","","","","","","","","","","","","","","","","","","","","",""
"1107.004053","3400","3400","3400","35.966537","35.966537","35.966537","","","","","","","","","","","","","","","","","","","","","","","",""
"1110.0247411727905","85","85","85","35.81719207763672","35.81719207763672","35.81719207763672","","","","","","","","","","","","","","","","","","","","","","","",""
"1111.2938480377197","87","87","87","30.905351638793945","30.905351638793945","30.905351638793945","","","","","","","","","","","","","","","","","","","","","","","",""
"1111.518417","3660","3660","3660","41.295452","41.295452","41.295452","","","","","","","","","","","","","","","","","","","","","","","",""
"1112.849476","249344","249344","249344","49.709347","49.709347","49.709347","","","","","","","","","","","","","","","","","","","","","","","",""
"1116.602634","249692","249692","249692","38.986324","38.986324","38.986324","","","","","","","","","","","","","","","","","","","","","","","",""
"1116.841242","228834","228834","228834","44.11338","44.11338","44.11338","","","","","","","","","","","","","","","","","","","","","","","",""
"1119.029640197754","","","","","","","85","85","85","38.391963958740234","38.391963958740234","38.391963958740234","","","","","","","","","","","","","","","","","",""
"1120.1185839176178","","","","","","","","","","","","","","","","","","","85","85","85","35.20149230957031","35.20149230957031","35.20149230957031","","","","","",""
"1121.0987300872803","86","86","86","38.11857223510742","38.11857223510742","38.11857223510742","","","","","","","","","","","","","","","","","","","","","","","",""
"1121.847922","249847","249847","249847","56.81148","56.81148","56.81148","","","","","","","","","","","","","","","","","","","","","","","",""
"1122.926357","249782","249782","249782","47.456326","47.456326","47.456326","","","","","","","","","","","","","","","","","","","","","","","",""
"1132.289388","249746","249746","249746","32.25256","32.25256","32.25256","","","","","","","","","","","","","","","","","","","","","","","",""
"1138.353089094162","","","","","","","","","","","","","","","","","","","85","85","85","39.4739875793457","39.4739875793457","39.4739875793457","","","","","",""
"1146.514285","250005","250005","250005","37.04629","37.04629","37.04629","","","","","","","","","","","","","","","","","","","","","","","",""
"1149.7569839954376","","","","","","","","","","","","","","","","","","","","","","","","","85","85","85","33.25909423828125","33.25909423828125","33.25909423828125"
"1157.188193","249706","249706","249706","37.320835","37.320835","37.320835","","","","","","","","","","","","","","","","","","","","","","","",""
"1163.623204","270746","270746","270746","31.557184","31.557184","31.557184","","","","","","","","","","","","","","","","","","","","","","","",""
"1166.535298","3949","3949","3949","37.93951","37.93951","37.93951","","","","","","","","","","","","","","","","","","","","","","","",""
"1169.6406500339508","","","","","","","86","86","86","27.65741729736328","27.65741729736328","27.65741729736328","","","","","","","","","","","","","","","","","",""
"1170.262964963913","165934","165934","165934","38.36722946166992","38.36722946166992","38.36722946166992","","","","","","","","","","","","","","","","","","","","","","","",""
"1176.494131","3949","3949","3949","39.041897","39.041897","39.041897","","","","","","","","","","","","","","","","","","","","","","","",""
"1178.107971","3949","3949","3949","42.14323","42.14323","42.14323","","","","","","","","","","","","","","","","","","","","","","","",""
"1186.615509","270615","270615","270615","39.61834","39.61834","39.61834","","","","","","","","","","","","","","","","","","","","","","","",""
"1187.522195","3949","3949","3949","33.160057","33.160057","33.160057","","","","","","","","","","","","","","","","","","","","","","","",""
"1191.816076","250190","250190","250190","35.93066","35.93066","35.93066","","","","","","","","","","","","","","","","","","","","","","","",""
"1196.336939","270731","270731","270731","37.27502","37.27502","37.27502","","","","","","","","","","","","","","","","","","","","","","","",""
"1197.7823519706726","96","96","96","39.538108825683594","39.538108825683594","39.538108825683594","","","","","","","","","","","","","","","","","","","","","","","",""
"1201.625754","3660","3660","3660","43.78473","43.78473","43.78473","","","","","","","","","","","","","","","","","","","","","","","",""
"1207.066807","3689","3689","3689","33.98265","33.98265","33.98265","","","","","","","","","","","","","","","","","","","","","","","",""
"1211.588311","3949","3949","3949","32.62928","32.62928","32.62928","","","","","","","","","","","","","","","","","","","","","","","",""
"1213.6524329185486","74","74","74","24.83028221130371","24.83028221130371","24.83028221130371","","","","","","","","","","","","","","","","","","","","","","","",""
"1214.8489298820496","","","","","","","","","","","","","96","96","96","35.680973052978516","35.680973052978516","35.680973052978516","","","","","","","","","","","",""
"1216.65226","270244","270244","270244","34.030457","34.030457","34.030457","","","","","","","","","","","","","","","","","","","","","","","",""
"1217.884567","270649","270649","270649","46.118687","46.118687","46.118687","","","","","","","","","","","","","","","","","","","","","","","",""
"1226.877852","270968","270968","270968","43.804905","43.804905","43.804905","","","","","","","","","","","","","","","","","","","","","","","",""
"1231.873801","249939","249939","249939","36.703796","36.703796","36.703796","","","","","","","","","","","","","","","","","","","","","","","",""
"1232.329729","270155","270155","270155","43.49721","43.49721","43.49721","","","","","","","","","","","","","","","","","","","","","","","",""
"1232.963901","270945","270945","270945","34.931545","34.931545","34.931545","","","","","","","","","","","","","","","","","","","","","","","",""
"1233.9367489814758","","","","","","","","","","","","","97","97","97","44.913230895996094","44.913230895996094","44.913230895996094","","","","","","","","","","","",""
"1239.4204761981964","","","","","","","97","97","97","34.45808410644531","34.45808410644531","34.45808410644531","","","","","","","","","","","","","","","","","",""
"1246.549586","270457","270457","270457","42.178192","42.178192","42.178192","","","","","","","","","","","","","","","","","","","","","","","",""
"1248.0190410614014","","","","","","","","","","","","","94","94","94","34.0344352722168","34.0344352722168","34.0344352722168","","","","","","","","","","","",""
"1256.583279","4209","4209","4209","48.891537","48.891537","48.891537","","","","","","","","","","","","","","","","","","","","","","","",""
"1263.659056","291846","291846","291846","51.38763","51.38763","51.38763","","","","","","","","","","","","","","","","","","","","","","","",""
"1266.5303201675415","96","96","96","33.594966888427734","33.594966888427734","33.594966888427734","","","","","","","","","","","","","","","","","","","","","","","",""
"1267.220097","270107","270107","270107","30.18048","30.18048","30.18048","","","","","","","","","","","","","","","","","","","","","","","",""
"1269.6754660606384","98","98","98","39.9940299987793","39.9940299987793","39.9940299987793","","","","","","","","","","","","","","","","","","","","","","","",""
"1271.548919","4238","4238","4238","30.944681","30.944681","30.944681","","","","","","","","","","","","","","","","","","","","","","","",""
"1272.8816330432892","97","97","97","35.96220016479492","35.96220016479492","35.96220016479492","","","","","","","","","","","","","","","","","","","","","","","",""
"1272.961750984192","","","","","","","96","96","96","38.84065628051758","38.84065628051758","38.84065628051758","","","","","","","","","","","","","","","","","",""
"1278.165625","4238","4238","4238","40.40774","40.40774","40.40774","","","","","","","","","","","","","","","","","","","","","","","",""
"1279.1066331863403","","","","","","","","","","","","","","","","","","","96","96","96","39.26005172729492","39.26005172729492","39.26005172729492","","","","","",""
"1281.648256","291202","291202","291202","42.228313","42.228313","42.228313","","","","","","","","","","","","","","","","","","","","","","","",""
"1282.587764","4238","4238","4238","33.041046","33.041046","33.041046","","","","","","","","","","","","","","","","","","","","","","","",""
"1296.680669","3949","3949","3949","47.508545","47.508545","47.508545","","","","","","","","","","","","","","","","","","","","","","","",""
"1296.855168","270943","270943","270943","40.132275","40.132275","40.132275","","","","","","","","","","","","","","","","","","","","","","","",""
"1296.8817200660706","","","","","","","","","","","","","","","","","","","95","95","95","35.594966888427734","35.594966888427734","35.594966888427734","","","","","",""
"1301.368421","291890","291890","291890","40.65326","40.65326","40.65326","","","","","","","","","","","","","","","","","","","","","","","",""
"1306.63782","4209","4209","4209","31.668125","31.668125","31.668125","","","","","","","","","","","","","","","","","","","","","","","",""
"1307.126131","3949","3949","3949","35.543987","35.543987","35.543987","","","","","","","","","","","","","","","","","","","","","","","",""
"1309.5418601036072","","","","","","","","","","","","","","","","","","","","","","","","","95","95","95","44.904666900634766","44.904666900634766","44.904666900634766"
"1321.685359","291017","291017","291017","50.305916","50.305916","50.305916","","","","","","","","","","","","","","","","","","","","","","","",""
"1322.917928","291383","291383","291383","42.43517","42.43517","42.43517","","","","","","","","","","","","","","","","","","","","","","","",""
"1328.0413219928741","186556","186556","186556","39.08488845825195","39.08488845825195","39.08488845825195","","","","","","","","","","","","","","","","","","","","","","","",""
"1328.9468619823456","","","","","","","97","97","97","38.67747116088867","38.67747116088867","38.67747116088867","","","","","","","","","","","","","","","","","",""
"1331.909249","291660","291660","291660","42.515522","42.515522","42.515522","","","","","","","","","","","","","","","","","","","","","","","",""
"1337.37021","291654","291654","291654","47.403122","47.403122","47.403122","","","","","","","","","","","","","","","","","","","","","","","",""
"1342.999085","291657","291657","291657","36.619297","36.619297","36.619297","","","","","","","","","","","","","","","","","","","","","","","",""
"1345.1164717674255","107","107","107","44.8899040222168","44.8899040222168","44.8899040222168","","","","","","","","","","","","","","","","","","","","","","","",""
"1346.910307","270846","270846","270846","34.925716","34.925716","34.925716","","","","","","","","","","","","","","","","","","","","","","","",""
"1351.584506","291578","291578","291578","45.837013","45.837013","45.837013","","","","","","","","","","","","","","","","","","","","","","","",""
"1351.637985","4498","4498","4498","36.02513","36.02513","36.02513","","","","","","","","","","","","","","","","","","","","","","","",""
"1358.694833","312065","312065","312065","41.9092","41.9092","41.9092","","","","","","","","","","","","","","","","","","","","","","","",""
"1362.0944201946259","","","","","","","","","","","","","107","107","107","38.000144958496094","38.000144958496094","38.000144958496094","","","","","","","","","","","",""
"1371.605175","4527","4527","4527","38.6284","38.6284","38.6284","","","","","","","","","","","","","","","","","","","","","","","",""
"1373.219916","4527","4527","4527","34.093967","34.093967","34.093967","","","","","","","","","","","","","","","","","","","","","","","",""
"1381.5630350112915","","","","","","","","","","","","","107","107","107","37.324668884277344","37.324668884277344","37.324668884277344","","","","","","","","","","","",""
"1381.686821","312314","312314","312314","40.94043","40.94043","40.94043","","","","","","","","","","","","","","","","","","","","","","","",""
"1382.258957","291151","291151","291151","39.37737","39.37737","39.37737","","","","","","","","","","","","","","","","","","","","","","","",""
"1382.659893","4527","4527","4527","40.424595","40.424595","40.424595","","","","","","","","","","","","","","","","","","","","","","","",""
"1391.072406053543","","","","","","","108","108","108","33.10749816894531","33.10749816894531","33.10749816894531","","","","","","","","","","","","","","","","","",""
"1391.741357","4238","4238","4238","43.88407","43.88407","43.88407","","","","","","","","","","","","","","","","","","","","","","","",""
"1400.8316180706024","84","84","84","24.648794174194336","24.648794174194336","24.648794174194336","","","","","","","","","","","","","","","","","","","","","","","",""
"1401.2973101139069","","","","","","","","","","","","","105","105","105","44.66630935668945","44.66630935668945","44.66630935668945","","","","","","","","","","","",""
"1406.40651","312624","312624","312624","43.51343","43.51343","43.51343","","","","","","","","","","","","","","","","","","","","","","","",""
"1406.781231","4498","4498","4498","33.37132","33.37132","33.37132","","","","","","","","","","","","","","","","","","","","","","","",""
"1406.895582","291375","291375","291375","27.328438","27.328438","27.328438","","","","","","","","","","","","","","","","","","","","","","","",""
"1412.92484","4238","4238","4238","34.226627","34.226627","34.226627","","","","","","","","","","","","","","","","","","","","","","","",""
"1424.3937141895294","107","107","107","35.04335403442383","35.04335403442383","35.04335403442383","","","","","","","","","","","","","","","","","","","","","","","",""
"1427.949198","311852","311852","311852","44.379795","44.379795","44.379795","","","","","","","","","","","","","","","","","","","","","","","",""
"1428.4926071166992","108","108","108","33.56935119628906","33.56935119628906","33.56935119628906","","","","","","","","","","","","","","","","","","","","","","","",""
"1429.299782037735","","","","","","","107","107","107","42.85576629638672","42.85576629638672","42.85576629638672","","","","","","","","","","","","","","","","","",""
"1431.725085","312535","312535","312535","41.68714","41.68714","41.68714","","","","","","","","","","","","","","","","","","","","","","","",""
"1432.1957697868347","109","109","109","46.61315155029297","46.61315155029297","46.61315155029297","","","","","","","","","","","","","","","","","","","","","","","",""
"1435.397672176361","","","","","","","","","","","","","","","","","","","106","106","106","57.84318542480469","57.84318542480469","57.84318542480469","","","","","",""
"1436.934725","311970","311970","311970","32.439533","32.439533","32.439533","","","","","","","","","","","","","","","","","","","","","","","",""
"1442.414402","312679","312679","312679","43.274006","43.274006","43.274006","","","","","","","","","","","","","","","","","","","","","","","",""
"1446.769736","4787","4787","4787","40.920837","40.920837","40.920837","","","","","","","","","","","","","","","","","","","","","","","",""
"1451.621722","311801","311801","311801","39.214474","39.214474","39.214474","","","","","","","","","","","","","","","","","","","","","","","",""
"1453.040887","311917","311917","311917","38.475845","38.475845","38.475845","","","","","","","","","","","","","","","","","","","","","","","",""
"1458.387409210205","","","","","","","","","","","","","","","","","","","106","106","106","34.557621002197266","34.557621002197266","34.557621002197266","","","","","",""
"1458.725922","332681","332681","332681","40.117256","40.117256","40.117256","","","","","","","","","","","","","","","","","","","","","","","",""
"1461.944405","291655","291655","291655","38.71022","38.71022","38.71022","","","","","","","","","","","","","","","","","","","","","","","",""
"1471.666643","4816","4816","4816","31.088707","31.088707","31.088707","","","","","","","","","","","","","","","","","","","","","","","",""
"1473.9900331497192","","","","","","","","","","","","","","","","","","","","","","","","","106","106","106","38.980621337890625","38.980621337890625","38.980621337890625"
"1478.283971","4787","4787","4787","39.476536","39.476536","39.476536","","","","","","","","","","","","","","","","","","","","","","","",""
"1481.726607","332990","332990","332990","42.102932","42.102932","42.102932","","","","","","","","","","","","","","","","","","","","","","","",""
"1482.723232","4816","4816","4816","43.769604","43.769604","43.769604","","","","","","","","","","","","","","","","","","","","","","","",""
"1484.3799858093262","117","117","117","40.137474060058594","40.137474060058594","40.137474060058594","","","","","","","","","","","","","","","","","","","","","","","",""
"1488.0431439876556","207120","207120","207120","39.07321548461914","39.07321548461914","39.07321548461914","","","","","","","","","","","","","","","","","","","","","","","",""
"1493.587401","4527","4527","4527","41.758705","41.758705","41.758705","","","","","","","","","","","","","","","","","","","","","","","",""
"1495.2873420715332","","","","","","","108","108","108","39.31038284301758","39.31038284301758","39.31038284301758","","","","","","","","","","","","","","","","","",""
"1497.293557","311802","311802","311802","41.946102","41.946102","41.946102","","","","","","","","","","","","","","","","","","","","","","","",""
"1501.4587371349335","","","","","","","","","","","","","117","117","117","36.3073844909668","36.3073844909668","36.3073844909668","","","","","","","","","","","",""
"1506.851125","4787","4787","4787","42.97938","42.97938","42.97938","","","","","","","","","","","","","","","","","","","","","","","",""
"1511.440455","332820","332820","332820","36.564667","36.564667","36.564667","","","","","","","","","","","","","","","","","","","","","","","",""
"1516.937331","312109","312109","312109","38.38583","38.38583","38.38583","","","","","","","","","","","","","","","","","","","","","","","",""
"1517.987352","4527","4527","4527","40.575","40.575","40.575","","","","","","","","","","","","","","","","","","","","","","","",""
"1520.3572371006012","","","","","","","","","","","","","117","117","117","48.2189826965332","48.2189826965332","48.2189826965332","","","","","","","","","","","",""
"1527.2458260059357","","","","","","","119","119","119","49.485748291015625","49.485748291015625","49.485748291015625","","","","","","","","","","","","","","","","","",""
"1536.761137","332872","332872","332872","43.023537","43.023537","43.023537","","","","","","","","","","","","","","","","","","","","","","","",""
"1537.982154","332789","332789","332789","45.314407","45.314407","45.314407","","","","","","","","","","","","","","","","","","","","","","","",""
"1540.412379026413","","","","","","","","","","","","","116","116","116","36.84651565551758","36.84651565551758","36.84651565551758","","","","","","","","","","","",""
"1546.829638","5076","5076","5076","52.62693","52.62693","52.62693","","","","","","","","","","","","","","","","","","","","","","","",""
"1546.970608","332914","332914","332914","52.325645","52.325645","52.325645","","","","","","","","","","","","","","","","","","","","","","","",""
"1547.451687","333128","333128","333128","43.517303","43.517303","43.517303","","","","","","","","","","","","","","","","","","","","","","","",""
"1556.657307","332888","332888","332888","42.32674","42.32674","42.32674","","","","","","","","","","","","","","","","","","","","","","","",""
"1563.76923","353940","353940","353940","39.158028","39.158028","39.158028","","","","","","","","","","","","","","","","","","","","","","","",""
"1569.5464248657227","118","118","118","38.45686340332031","38.45686340332031","38.45686340332031","","","","","","","","","","","","","","","","","","","","","","","",""
"1573.080547","332647","332647","332647","43.790264","43.790264","43.790264","","","","","","","","","","","","","","","","","","","","","","","",""
"1573.9326441287994","","","","","","","117","117","117","38.68447494506836","38.68447494506836","38.68447494506836","","","","","","","","","","","","","","","","","",""
"1575.8035581111908","117","117","117","42.259944915771484","42.259944915771484","42.259944915771484","","","","","","","","","","","","","","","","","","","","","","","",""
"1576.2542371749878","","","","","","","","","","","","","","","","","","","116","116","116","43.45001220703125","43.45001220703125","43.45001220703125","","","","","",""
"1576.725402","5105","5105","5105","46.49886","46.49886","46.49886","","","","","","","","","","","","","","","","","","","","","","","",""
"1576.981869","311918","311918","311918","44.60406","44.60406","44.60406","","","","","","","","","","","","","","","","","","","","","","","",""
"1578.348954","5076","5076","5076","30.455261","30.455261","30.455261","","","","","","","","","","","","","","","","","","","","","","","",""
"1582.785992","5076","5076","5076","41.1554","41.1554","41.1554","","","","","","","","","","","","","","","","","","","","","","","",""
"1586.772266","354144","354144","354144","45.67905","45.67905","45.67905","","","","","","","","","","","","","","","","","","","","","","","",""
"1586.9005720615387","119","119","119","41.30663299560547","41.30663299560547","41.30663299560547","","","","","","","","","","","","","","","","","","","","","","","",""
"1592.2162761688232","95","95","95","19.238059997558594","19.238059997558594","19.238059997558594","","","","","","","","","","","","","","","","","","","","","","","",""
"1593.641291","4787","4787","4787","38.528362","38.528362","38.528362","","","","","","","","","","","","","","","","","","","","","","","",""
"1606.907919","5076","5076","5076","44.009335","44.009335","44.009335","","","","","","","","","","","","","","","","","","","","","","","",""
"1617.329896","332810","332810","332810","40.20409","40.20409","40.20409","","","","","","","","","","","","","","","","","","","","","","","",""
"1617.5549230575562","","","","","","","","","","","","","","","","","","","116","116","116","37.938785552978516","37.938785552978516","37.938785552978516","","","","","",""
"1621.478507","353444","353444","353444","50.91712","50.91712","50.91712","","","","","","","","","","","","","","","","","","","","","","","",""
"1624.6110649108887","127","127","127","38.926116943359375","38.926116943359375","38.926116943359375","","","","","","","","","","","","","","","","","","","","","","","",""
"1624.8424561023712","","","","","","","","","","","","","","","","","","","","","","","","","116","116","116","42.711151123046875","42.711151123046875","42.711151123046875"
"1628.004345","4816","4816","4816","41.21068","41.21068","41.21068","","","","","","","","","","","","","","","","","","","","","","","",""
"1631.982567","332685","332685","332685","42.39221","42.39221","42.39221","","","","","","","","","","","","","","","","","","","","","","","",""
"1641.6025228500366","","","","","","","119","119","119","32.44707489013672","32.44707489013672","32.44707489013672","","","","","","","","","","","","","","","","","",""
"1648.884836","353325","353325","353325","52.141434","52.141434","52.141434","","","","","","","","","","","","","","","","","","","","","","","",""
"1650.2626659870148","226163","226163","226163","40.907466888427734","40.907466888427734","40.907466888427734","","","","","","","","","","","","","","","","","","","","","","","",""
"1651.799391","354066","354066","354066","40.742126","40.742126","40.742126","","","","","","","","","","","","","","","","","","","","","","","",""
"1651.890482","5336","5336","5336","47.00622","47.00622","47.00622","","","","","","","","","","","","","","","","","","","","","","","",""
"1652.47638","353390","353390","353390","38.06544","38.06544","38.06544","","","","","","","","","","","","","","","","","","","","","","","",""
"1652.7265210151672","","","","","","","","","","","","","127","127","127","35.01628494262695","35.01628494262695","35.01628494262695","","","","","","","","","","","",""
"1661.4120280742645","","","","","","","","","","","","","127","127","127","45.149654388427734","45.149654388427734","45.149654388427734","","","","","","","","","","","",""
"1662.013853","354224","354224","354224","56.881718","56.881718","56.881718","","","","","","","","","","","","","","","","","","","","","","","",""
"1665.4153060913086","","","","","","","129","129","129","34.49468994140625","34.49468994140625","34.49468994140625","","","","","","","","","","","","","","","","","",""
"1666.826886","353890","353890","353890","38.418156","38.418156","38.418156","","","","","","","","","","","","","","","","","","","","","","","",""
"1668.809924","374786","374786","374786","45.79005","45.79005","45.79005","","","","","","","","","","","","","","","","","","","","","","","",""
"1681.79352","5365","5365","5365","46.743423","46.743423","46.743423","","","","","","","","","","","","","","","","","","","","","","","",""
"1683.408173","5365","5365","5365","44.59004","44.59004","44.59004","","","","","","","","","","","","","","","","","","","","","","","",""
"1687.857754","5365","5365","5365","41.95592","41.95592","41.95592","","","","","","","","","","","","","","","","","","","","","","","",""
"1691.829058","374887","374887","374887","42.681965","42.681965","42.681965","","","","","","","","","","","","","","","","","","","","","","","",""
"1694.2430000305176","","","","","","","","","","","","","127","127","127","51.18902587890625","51.18902587890625","51.18902587890625","","","","","","","","","","","",""
"1697.020392","333056","333056","333056","48.457844","48.457844","48.457844","","","","","","","","","","","","","","","","","","","","","","","",""
"1698.125436","353651","353651","353651","44.540592","44.540592","44.540592","","","","","","","","","","","","","","","","","","","","","","","",""
"1698.695865","5076","5076","5076","45.713856","45.713856","45.713856","","","","","","","","","","","","","","","","","","","","","","","",""
"1711.968546","5365","5365","5365","40.39777","40.39777","40.39777","","","","","","","","","","","","","","","","","","","","","","","",""
"1713.9365570545197","128","128","128","31.18297576904297","31.18297576904297","31.18297576904297","","","","","","","","","","","","","","","","","","","","","","","",""
