"Relative Time (Process)","slope: 2 - _step","slope: 2 - _step__MIN","slope: 2 - _step__MAX","slope: 2 - test/returns_stat/mean","slope: 2 - test/returns_stat/mean__MIN","slope: 2 - test/returns_stat/mean__MAX","slope: 50 - _step","slope: 50 - _step__MIN","slope: 50 - _step__MAX","slope: 50 - test/returns_stat/mean","slope: 50 - test/returns_stat/mean__MIN","slope: 50 - test/returns_stat/mean__MAX","slope: 1 - _step","slope: 1 - _step__MIN","slope: 1 - _step__MAX","slope: 1 - test/returns_stat/mean","slope: 1 - test/returns_stat/mean__MIN","slope: 1 - test/returns_stat/mean__MAX","slope: 100 - _step","slope: 100 - _step__MIN","slope: 100 - _step__MAX","slope: 100 - test/returns_stat/mean","slope: 100 - test/returns_stat/mean__MIN","slope: 100 - test/returns_stat/mean__MAX","slope: 10 - _step","slope: 10 - _step__MIN","slope: 10 - _step__MAX","slope: 10 - test/returns_stat/mean","slope: 10 - test/returns_stat/mean__MIN","slope: 10 - test/returns_stat/mean__MAX"
"4143.465579","754274","754274","754274","900.0619","900.0619","900.0619","","","","","","","","","","","","","","","","","","","","","","","",""
"4152.97974","775489","775489","775489","519.6165","519.6165","519.6165","","","","","","","","","","","","","","","","","","","","","","","",""
"4168.179956","10508","10508","10508","609.69965","609.69965","609.69965","","","","","","","","","","","","","","","","","","","","","","","",""
"4168.516252","754824","754824","754824","516.992","516.992","516.992","","","","","","","","","","","","","","","","","","","","","","","",""
"4168.577172994614","","","","","","","","","","","","","","","","","","","275","275","275","69.4912338256836","69.4912338256836","69.4912338256836","","","","","",""
"4184.729664","751572","751572","751572","56.967976","56.967976","56.967976","","","","","","","","","","","","","","","","","","","","","","","",""
"4198.489839","10942","10942","10942","126.14324","126.14324","126.14324","","","","","","","","","","","","","","","","","","","","","","","",""
"4199.854265","751869","751869","751869","337.87286","337.87286","337.87286","","","","","","","","","","","","","","","","","","","","","","","",""
"4210.178129","10247","10247","10247","132.88855","132.88855","132.88855","","","","","","","","","","","","","","","","","","","","","","","",""
"4211.222990036011","285","285","285","91.17625427246094","91.17625427246094","91.17625427246094","","","","","","","","","","","","","","","","","","","","","","","",""
"4216.159049034119","","","","","","","287","287","287","58.30696105957031","58.30696105957031","58.30696105957031","","","","","","","","","","","","","","","","","",""
"4219.724674","769710","769710","769710","54.46321","54.46321","54.46321","","","","","","","","","","","","","","","","","","","","","","","",""
"4220.486519098282","","","","","","","","","","","","","283","283","283","71.36711120605469","71.36711120605469","71.36711120605469","","","","","","","","","","","",""
"4232.611320018768","286","286","286","40.55763626098633","40.55763626098633","40.55763626098633","","","","","","","","","","","","","","","","","","","","","","","",""
"4234.580722","11000","11000","11000","63.636475","63.636475","63.636475","","","","","","","","","","","","","","","","","","","","","","","",""
"4234.973729","10913","10913","10913","240.32422","240.32422","240.32422","","","","","","","","","","","","","","","","","","","","","","","",""
"4238.961615085602","","","","","","","298","298","298","94.76009368896484","94.76009368896484","94.76009368896484","","","","","","","","","","","","","","","","","",""
"4240.215516","735216","735216","735216","271.54977","271.54977","271.54977","","","","","","","","","","","","","","","","","","","","","","","",""
"4244.876479","711545","711545","711545","93.313705","93.313705","93.313705","","","","","","","","","","","","","","","","","","","","","","","",""
"4255.426126003265","","","","","","","","","","","","","","","","","","","","","","","","","282","282","282","262.88916015625","262.88916015625","262.88916015625"
"4260.11060500145","","","","","","","","","","","","","","","","","","","284","284","284","87.6115493774414","87.6115493774414","87.6115493774414","","","","","",""
"4263.066182","10420","10420","10420","428.50366","428.50366","428.50366","","","","","","","","","","","","","","","","","","","","","","","",""
"4263.35780787468","","","","","","","288","288","288","80.8416519165039","80.8416519165039","80.8416519165039","","","","","","","","","","","","","","","","","",""
"4268.326349","759336","759336","759336","606.5557","606.5557","606.5557","","","","","","","","","","","","","","","","","","","","","","","",""
"4271.254501104355","","","","","","","","","","","","","283","283","283","65.91268920898438","65.91268920898438","65.91268920898438","","","","","","","","","","","",""
"4274.648614","10335","10335","10335","147.22423","147.22423","147.22423","","","","","","","","","","","","","","","","","","","","","","","",""
"4277.5971920490265","294","294","294","136.24856567382812","136.24856567382812","136.24856567382812","","","","","","","","","","","","","","","","","","","","","","","",""
"4289.865088701248","536445","536445","536445","132.00637817382812","132.00637817382812","132.00637817382812","","","","","","","","","","","","","","","","","","","","","","","",""
"4293.070979","749721","749721","749721","60.85122","60.85122","60.85122","","","","","","","","","","","","","","","","","","","","","","","",""
"4293.443284","769797","769797","769797","129.77791","129.77791","129.77791","","","","","","","","","","","","","","","","","","","","","","","",""
"4298.485013","776028","776028","776028","529.435","529.435","529.435","","","","","","","","","","","","","","","","","","","","","","","",""
"4307.500267","729444","729444","729444","58.70188","58.70188","58.70188","","","","","","","","","","","","","","","","","","","","","","","",""
"4308.047605","797433","797433","797433","345.7744","345.7744","345.7744","","","","","","","","","","","","","","","","","","","","","","","",""
"4310.091444015503","","","","","","","","","","","","","294","294","294","157.78712463378906","157.78712463378906","157.78712463378906","","","","","","","","","","","",""
"4318.251311","10739","10739","10739","260.31384","260.31384","260.31384","","","","","","","","","","","","","","","","","","","","","","","",""
"4328.581961","776979","776979","776979","723.46204","723.46204","723.46204","","","","","","","","","","","","","","","","","","","","","","","",""
"4338.756901979446","239","239","239","289.6714172363281","289.6714172363281","289.6714172363281","","","","","","","","","","","","","","","","","","","","","","","",""
"4343.543899","11173","11173","11173","48.006844","48.006844","48.006844","","","","","","","","","","","","","","","","","","","","","","","",""
"4349.800418","772729","772729","772729","91.756226","91.756226","91.756226","","","","","","","","","","","","","","","","","","","","","","","",""
"4355.254408","10507","10507","10507","109.13527","109.13527","109.13527","","","","","","","","","","","","","","","","","","","","","","","",""
"4359.918567","774036","774036","774036","632.16254","632.16254","632.16254","","","","","","","","","","","","","","","","","","","","","","","",""
"4361.861886024475","","","","","","","","","","","","","","","","","","","285","285","285","82.56048583984375","82.56048583984375","82.56048583984375","","","","","",""
"4369.781983","791394","791394","791394","187.39766","187.39766","187.39766","","","","","","","","","","","","","","","","","","","","","","","",""
"4379.672838","11289","11289","11289","53.55676","53.55676","53.55676","","","","","","","","","","","","","","","","","","","","","","","",""
"4385.069444","11173","11173","11173","342.40414","342.40414","342.40414","","","","","","","","","","","","","","","","","","","","","","","",""
"4400.273951","756750","756750","756750","518.67645","518.67645","518.67645","","","","","","","","","","","","","","","","","","","","","","","",""
"4404.170625925064","295","295","295","180.68409729003906","180.68409729003906","180.68409729003906","","","","","","","","","","","","","","","","","","","","","","","",""
"4407.406130075455","","","","","","","297","297","297","97.00082397460938","97.00082397460938","97.00082397460938","","","","","","","","","","","","","","","","","",""
"4409.937365","732432","732432","732432","102.53479","102.53479","102.53479","","","","","","","","","","","","","","","","","","","","","","","",""
"4411.35549902916","","","","","","","","","","","","","293","293","293","59.44915008544922","59.44915008544922","59.44915008544922","","","","","","","","","","","",""
"4418.135413","10622","10622","10622","220.26477","220.26477","220.26477","","","","","","","","","","","","","","","","","","","","","","","",""
"4425.532694101334","296","296","296","366.9571533203125","366.9571533203125","366.9571533203125","","","","","","","","","","","","","","","","","","","","","","","",""
"4428.393258","781070","781070","781070","423.21967","423.21967","423.21967","","","","","","","","","","","","","","","","","","","","","","","",""
"4429.737965","10566","10566","10566","620.8411","620.8411","620.8411","","","","","","","","","","","","","","","","","","","","","","","",""
"4432.902928113937","","","","","","","308","308","308","120.78545379638672","120.78545379638672","120.78545379638672","","","","","","","","","","","","","","","","","",""
"4445.6618909835815","","","","","","","","","","","","","","","","","","","","","","","","","292","292","292","203.64344787597656","203.64344787597656","203.64344787597656"
"4448.248299","791029","791029","791029","119.73939","119.73939","119.73939","","","","","","","","","","","","","","","","","","","","","","","",""
"4451.625715970993","","","","","","","298","298","298","92.71131896972656","92.71131896972656","92.71131896972656","","","","","","","","","","","","","","","","","",""
"4452.505509138107","","","","","","","","","","","","","","","","","","","295","295","295","96.41326141357422","96.41326141357422","96.41326141357422","","","","","",""
"4453.139138","770364","770364","770364","46.287025","46.287025","46.287025","","","","","","","","","","","","","","","","","","","","","","","",""
"4453.544912","797541","797541","797541","509.56445","509.56445","509.56445","","","","","","","","","","","","","","","","","","","","","","","",""
"4463.114917","818641","818641","818641","177.44617","177.44617","177.44617","","","","","","","","","","","","","","","","","","","","","","","",""
"4471.588919878006","304","304","304","224.2801971435547","224.2801971435547","224.2801971435547","","","","","","","","","","","","","","","","","","","","","","","",""
"4473.323689","10999","10999","10999","688.4979","688.4979","688.4979","","","","","","","","","","","","","","","","","","","","","","","",""
"4476.631551265717","","","","","","","","","","","","","294","294","294","57.896358489990234","57.896358489990234","57.896358489990234","","","","","","","","","","","",""
"4478.706243753433","557294","557294","557294","123.59905242919922","123.59905242919922","123.59905242919922","","","","","","","","","","","","","","","","","","","","","","","",""
"4483.724793","798612","798612","798612","244.55327","244.55327","244.55327","","","","","","","","","","","","","","","","","","","","","","","",""
"4487.539097","750263","750263","750263","75.262726","75.262726","75.262726","","","","","","","","","","","","","","","","","","","","","","","",""
"4488.626073","11433","11433","11433","201.8111","201.8111","201.8111","","","","","","","","","","","","","","","","","","","","","","","",""
"4500.547935247421","","","","","","","","","","","","","305","305","305","84.20133209228516","84.20133209228516","84.20133209228516","","","","","","","","","","","",""
"4505.341251","10738","10738","10738","100.65855","100.65855","100.65855","","","","","","","","","","","","","","","","","","","","","","","",""
"4509.973991","794882","794882","794882","156.28265","156.28265","156.28265","","","","","","","","","","","","","","","","","","","","","","","",""
"4514.86333","793414","793414","793414","87.79683","87.79683","87.79683","","","","","","","","","","","","","","","","","","","","","","","",""
"4519.837749","812522","812522","812522","144.63335","144.63335","144.63335","","","","","","","","","","","","","","","","","","","","","","","",""
"4529.785582","11578","11578","11578","77.58484","77.58484","77.58484","","","","","","","","","","","","","","","","","","","","","","","",""
"4535.164114","11433","11433","11433","286.0748","286.0748","286.0748","","","","","","","","","","","","","","","","","","","","","","","",""
"4556.9163591861725","","","","","","","","","","","","","","","","","","","296","296","296","110.35869598388672","110.35869598388672","110.35869598388672","","","","","",""
"4560.340244","777905","777905","777905","164.9928","164.9928","164.9928","","","","","","","","","","","","","","","","","","","","","","","",""
"4562.738589048386","249","249","249","224.33489990234375","224.33489990234375","224.33489990234375","","","","","","","","","","","","","","","","","","","","","","","",""
"4569.994479","753636","753636","753636","519.83655","519.83655","519.83655","","","","","","","","","","","","","","","","","","","","","","","",""
"4573.201857","10824","10824","10824","322.501","322.501","322.501","","","","","","","","","","","","","","","","","","","","","","","",""
"4588.494064","802589","802589","802589","515.1935","515.1935","515.1935","","","","","","","","","","","","","","","","","","","","","","","",""
"4589.834122","10826","10826","10826","797.53107","797.53107","797.53107","","","","","","","","","","","","","","","","","","","","","","","",""
"4599.067780971527","306","306","306","84.76856994628906","84.76856994628906","84.76856994628906","","","","","","","","","","","","","","","","","","","","","","","",""
"4602.120008230209","","","","","","","307","307","307","127.31122589111328","127.31122589111328","127.31122589111328","","","","","","","","","","","","","","","","","",""
"4603.310072","811730","811730","811730","37.491642","37.491642","37.491642","","","","","","","","","","","","","","","","","","","","","","","",""
"4607.485614061356","","","","","","","","","","","","","303","303","303","127.55033111572266","127.55033111572266","127.55033111572266","","","","","","","","","","","",""
"4613.609956","819493","819493","819493","514.1969","514.1969","514.1969","","","","","","","","","","","","","","","","","","","","","","","",""
"4618.187034","840185","840185","840185","468.20764","468.20764","468.20764","","","","","","","","","","","","","","","","","","","","","","","",""
"4618.208949","791630","791630","791630","70.76747","70.76747","70.76747","","","","","","","","","","","","","","","","","","","","","","","",""
"4621.3704562187195","306","306","306","191.02638244628906","191.02638244628906","191.02638244628906","","","","","","","","","","","","","","","","","","","","","","","",""
"4629.591157913208","","","","","","","319","319","319","106.59523010253906","106.59523010253906","106.59523010253906","","","","","","","","","","","","","","","","","",""
"4633.401522","11230","11230","11230","431.5639","431.5639","431.5639","","","","","","","","","","","","","","","","","","","","","","","",""
"4638.657171964645","","","","","","","","","","","","","","","","","","","","","","","","","302","302","302","156.5634765625","156.5634765625","156.5634765625"
"4638.708826","11693","11693","11693","194.50201","194.50201","194.50201","","","","","","","","","","","","","","","","","","","","","","","",""
"4638.785683","819957","819957","819957","625.1256","625.1256","625.1256","","","","","","","","","","","","","","","","","","","","","","","",""
"4643.3346910476685","","","","","","","308","308","308","81.31492614746094","81.31492614746094","81.31492614746094","","","","","","","","","","","","","","","","","",""
"4647.24177980423","","","","","","","","","","","","","","","","","","","306","306","306","143.17556762695312","143.17556762695312","143.17556762695312","","","","","",""
"4660.428585","10969","10969","10969","215.29277","215.29277","215.29277","","","","","","","","","","","","","","","","","","","","","","","",""
"4665.033297","815713","815713","815713","114.96353","114.96353","114.96353","","","","","","","","","","","","","","","","","","","","","","","",""
"4667.26651597023","314","314","314","109.82428741455078","109.82428741455078","109.82428741455078","","","","","","","","","","","","","","","","","","","","","","","",""
"4667.608662","771886","771886","771886","127.80373","127.80373","127.80373","","","","","","","","","","","","","","","","","","","","","","","",""
"4670.227780818939","578106","578106","578106","119.9414291381836","119.9414291381836","119.9414291381836","","","","","","","","","","","","","","","","","","","","","","","",""
"4674.904039","834019","834019","834019","122.12606","122.12606","122.12606","","","","","","","","","","","","","","","","","","","","","","","",""
"4679.903708","11838","11838","11838","150.23817","150.23817","150.23817","","","","","","","","","","","","","","","","","","","","","","","",""
"4684.926644","814676","814676","814676","111.61938","111.61938","111.61938","","","","","","","","","","","","","","","","","","","","","","","",""
"4690.25447","11693","11693","11693","429.2651","429.2651","429.2651","","","","","","","","","","","","","","","","","","","","","","","",""
"4694.214477062225","","","","","","","","","","","","","316","316","316","268.18780517578125","268.18780517578125","268.18780517578125","","","","","","","","","","","",""
"4697.912298202515","","","","","","","","","","","","","304","304","304","80.5301513671875","80.5301513671875","80.5301513671875","","","","","","","","","","","",""
"4725.400203","799275","799275","799275","92.82803","92.82803","92.82803","","","","","","","","","","","","","","","","","","","","","","","",""
"4728.275125","11084","11084","11084","233.56017","233.56017","233.56017","","","","","","","","","","","","","","","","","","","","","","","",""
"4735.048885","775356","775356","775356","508.889","508.889","508.889","","","","","","","","","","","","","","","","","","","","","","","",""
"4748.550994","824017","824017","824017","799.81604","799.81604","799.81604","","","","","","","","","","","","","","","","","","","","","","","",""
"4754.399836063385","","","","","","","","","","","","","","","","","","","306","306","306","89.02693939208984","89.02693939208984","89.02693939208984","","","","","",""
"4754.931027","10999","10999","10999","319.9092","319.9092","319.9092","","","","","","","","","","","","","","","","","","","","","","","",""
"4763.36723","832825","832825","832825","54.035652","54.035652","54.035652","","","","","","","","","","","","","","","","","","","","","","","",""
"4773.263927","861508","861508","861508","285.54443","285.54443","285.54443","","","","","","","","","","","","","","","","","","","","","","","",""
"4773.269073","812276","812276","812276","55.19598","55.19598","55.19598","","","","","","","","","","","","","","","","","","","","","","","",""
"4773.674933","841101","841101","841101","220.004","220.004","220.004","","","","","","","","","","","","","","","","","","","","","","","",""
"4788.791366","11953","11953","11953","150.5502","150.5502","150.5502","","","","","","","","","","","","","","","","","","","","","","","",""
"4791.047898054123","259","259","259","220.56857299804688","220.56857299804688","220.56857299804688","","","","","","","","","","","","","","","","","","","","","","","",""
"4795.655406951904","317","317","317","55.063232421875","55.063232421875","55.063232421875","","","","","","","","","","","","","","","","","","","","","","","",""
"4798.467859","11490","11490","11490","107.2459","107.2459","107.2459","","","","","","","","","","","","","","","","","","","","","","","",""
"4798.852527","841867","841867","841867","703.8141","703.8141","703.8141","","","","","","","","","","","","","","","","","","","","","","","",""
"4799.597086906433","","","","","","","317","317","317","132.96875","132.96875","132.96875","","","","","","","","","","","","","","","","","",""
"4807.840436935425","","","","","","","","","","","","","314","314","314","260.2667236328125","260.2667236328125","260.2667236328125","","","","","","","","","","","",""
"4810.505586","11258","11258","11258","106.2957","106.2957","106.2957","","","","","","","","","","","","","","","","","","","","","","","",""
"4821.108247995377","316","316","316","155.26022338867188","155.26022338867188","155.26022338867188","","","","","","","","","","","","","","","","","","","","","","","",""
"4825.099289","837490","837490","837490","343.47958","343.47958","343.47958","","","","","","","","","","","","","","","","","","","","","","","",""
"4830.522801160812","","","","","","","329","329","329","140.278564453125","140.278564453125","140.278564453125","","","","","","","","","","","","","","","","","",""
"4834.973871","855800","855800","855800","151.39267","151.39267","151.39267","","","","","","","","","","","","","","","","","","","","","","","",""
"4834.993533","12098","12098","12098","238.43149","238.43149","238.43149","","","","","","","","","","","","","","","","","","","","","","","",""
"4835.350929260254","","","","","","","","","","","","","","","","","","","","","","","","","312","312","312","290.79058837890625","290.79058837890625","290.79058837890625"
"4837.744051933289","","","","","","","319","319","319","71.85545349121094","71.85545349121094","71.85545349121094","","","","","","","","","","","","","","","","","",""
"4844.911896944046","","","","","","","","","","","","","","","","","","","316","316","316","68.25161743164062","68.25161743164062","68.25161743164062","","","","","",""
"4845.349328","11953","11953","11953","190.27005","190.27005","190.27005","","","","","","","","","","","","","","","","","","","","","","","",""
"4849.983385","835149","835149","835149","106.60428","106.60428","106.60428","","","","","","","","","","","","","","","","","","","","","","","",""
"4852.686973","792809","792809","792809","86.51004","86.51004","86.51004","","","","","","","","","","","","","","","","","","","","","","","",""
"4864.4506640434265","598932","598932","598932","166.70193481445312","166.70193481445312","166.70193481445312","","","","","","","","","","","","","","","","","","","","","","","",""
"4866.736773967743","325","325","325","222.7443084716797","222.7443084716797","222.7443084716797","","","","","","","","","","","","","","","","","","","","","","","",""
"4883.345887","11286","11286","11286","504.32422","504.32422","504.32422","","","","","","","","","","","","","","","","","","","","","","","",""
"4885.447058","820777","820777","820777","205.2448","205.2448","205.2448","","","","","","","","","","","","","","","","","","","","","","","",""
"4890.201539993286","","","","","","","","","","","","","326","326","326","359.111328125","359.111328125","359.111328125","","","","","","","","","","","",""
"4900.77313709259","","","","","","","","","","","","","314","314","314","80.91043090820312","80.91043090820312","80.91043090820312","","","","","","","","","","","",""
"4904.92056","795447","795447","795447","103.823784","103.823784","103.823784","","","","","","","","","","","","","","","","","","","","","","","",""
"4910.024495","11230","11230","11230","796.3927","796.3927","796.3927","","","","","","","","","","","","","","","","","","","","","","","",""
"4913.604845","846175","846175","846175","502.54932","502.54932","502.54932","","","","","","","","","","","","","","","","","","","","","","","",""
"4923.428023","853978","853978","853978","101.217606","101.217606","101.217606","","","","","","","","","","","","","","","","","","","","","","","",""
"4933.349939","883198","883198","883198","354.8463","354.8463","354.8463","","","","","","","","","","","","","","","","","","","","","","","",""
"4933.750853","862570","862570","862570","618.1124","618.1124","618.1124","","","","","","","","","","","","","","","","","","","","","","","",""
"4938.331595","832937","832937","832937","69.93271","69.93271","69.93271","","","","","","","","","","","","","","","","","","","","","","","",""
"4943.891174","12242","12242","12242","167.3617","167.3617","167.3617","","","","","","","","","","","","","","","","","","","","","","","",""
"4954.323537111282","","","","","","","","","","","","","","","","","","","316","316","316","318.7389221191406","318.7389221191406","318.7389221191406","","","","","",""
"4958.540238","11721","11721","11721","395.2655","395.2655","395.2655","","","","","","","","","","","","","","","","","","","","","","","",""
"4958.919121","863322","863322","863322","241.6133","241.6133","241.6133","","","","","","","","","","","","","","","","","","","","","","","",""
"4965.590767","11518","11518","11518","68.863","68.863","68.863","","","","","","","","","","","","","","","","","","","","","","","",""
"4990.157086","859406","859406","859406","418.78165","418.78165","418.78165","","","","","","","","","","","","","","","","","","","","","","","",""
"4994.924854040146","327","327","327","73.74290466308594","73.74290466308594","73.74290466308594","","","","","","","","","","","","","","","","","","","","","","","",""
"4995.044072","877575","877575","877575","152.67126","152.67126","152.67126","","","","","","","","","","","","","","","","","","","","","","","",""
"4995.082096","12329","12329","12329","545.26636","545.26636","545.26636","","","","","","","","","","","","","","","","","","","","","","","",""
"4999.402770996094","","","","","","","327","327","327","99.72077178955078","99.72077178955078","99.72077178955078","","","","","","","","","","","","","","","","","",""
"5000.434785","12213","12213","12213","46.33977","46.33977","46.33977","","","","","","","","","","","","","","","","","","","","","","","",""
"5008.771660089493","","","","","","","","","","","","","324","324","324","86.46465301513672","86.46465301513672","86.46465301513672","","","","","","","","","","","",""
"5020.058532","856161","856161","856161","92.45998","92.45998","92.45998","","","","","","","","","","","","","","","","","","","","","","","",""
"5022.963761091232","269","269","269","234.8621063232422","234.8621063232422","234.8621063232422","","","","","","","","","","","","","","","","","","","","","","","",""
"5024.089794158936","326","326","326","202.762939453125","202.762939453125","202.762939453125","","","","","","","","","","","","","","","","","","","","","","","",""
"5030.75107717514","","","","","","","339","339","339","235.1379852294922","235.1379852294922","235.1379852294922","","","","","","","","","","","","","","","","","",""
"5033.701831102371","","","","","","","","","","","","","","","","","","","","","","","","","323","323","323","303.1502380371094","303.1502380371094","303.1502380371094"
"5035.208832979202","","","","","","","330","330","330","63.46403884887695","63.46403884887695","63.46403884887695","","","","","","","","","","","","","","","","","",""
"5037.759613","813619","813619","813619","67.43321","67.43321","67.43321","","","","","","","","","","","","","","","","","","","","","","","",""
"5038.438898","11517","11517","11517","607.4416","607.4416","607.4416","","","","","","","","","","","","","","","","","","","","","","","",""
"5047.51177406311","","","","","","","","","","","","","","","","","","","326","326","326","164.80548095703125","164.80548095703125","164.80548095703125","","","","","",""
"5050.505576","842384","842384","842384","340.14178","340.14178","340.14178","","","","","","","","","","","","","","","","","","","","","","","",""
"5061.575380086899","619810","619810","619810","139.9729461669922","139.9729461669922","139.9729461669922","","","","","","","","","","","","","","","","","","","","","","","",""
"5069.246018886566","335","335","335","122.45807647705078","122.45807647705078","122.45807647705078","","","","","","","","","","","","","","","","","","","","","","","",""
"5069.981137","818372","818372","818372","153.80353","153.80353","153.80353","","","","","","","","","","","","","","","","","","","","","","","",""
"5070.11427","11490","11490","11490","513.3874","513.3874","513.3874","","","","","","","","","","","","","","","","","","","","","","","",""
"5073.660857","867452","867452","867452","400.7219","400.7219","400.7219","","","","","","","","","","","","","","","","","","","","","","","",""
"5083.501115","874745","874745","874745","96.66597","96.66597","96.66597","","","","","","","","","","","","","","","","","","","","","","","",""
"5089.8002252578735","","","","","","","","","","","","","336","336","336","424.9248352050781","424.9248352050781","424.9248352050781","","","","","","","","","","","",""
"5098.411458","905270","905270","905270","510.03867","510.03867","510.03867","","","","","","","","","","","","","","","","","","","","","","","",""
"5098.826476","884411","884411","884411","518.67566","518.67566","518.67566","","","","","","","","","","","","","","","","","","","","","","","",""
"5098.984752","12502","12502","12502","100.116554","100.116554","100.116554","","","","","","","","","","","","","","","","","","","","","","","",""
"5105.435009002686","","","","","","","","","","","","","325","325","325","156.7045135498047","156.7045135498047","156.7045135498047","","","","","","","","","","","",""
"5108.39","854120","854120","854120","96.32914","96.32914","96.32914","","","","","","","","","","","","","","","","","","","","","","","",""
"5120.676049","11807","11807","11807","81.234055","81.234055","81.234055","","","","","","","","","","","","","","","","","","","","","","","",""
"5123.597697","11952","11952","11952","531.18524","531.18524","531.18524","","","","","","","","","","","","","","","","","","","","","","","",""
"5123.971277","885233","885233","885233","218.03593","218.03593","218.03593","","","","","","","","","","","","","","","","","","","","","","","",""
"5150.094287","898170","898170","898170","57.900116","57.900116","57.900116","","","","","","","","","","","","","","","","","","","","","","","",""
"5155.174783","12589","12589","12589","230.15735","230.15735","230.15735","","","","","","","","","","","","","","","","","","","","","","","",""
"5155.229673","881016","881016","881016","421.24152","421.24152","421.24152","","","","","","","","","","","","","","","","","","","","","","","",""
"5157.151479005814","","","","","","","","","","","","","","","","","","","327","327","327","264.7253112792969","264.7253112792969","264.7253112792969","","","","","",""
"5160.517005","12502","12502","12502","278.98038","278.98038","278.98038","","","","","","","","","","","","","","","","","","","","","","","",""
"5190.180483","876975","876975","876975","88.11817","88.11817","88.11817","","","","","","","","","","","","","","","","","","","","","","","",""
"5198.6856961250305","337","337","337","274.85968017578125","274.85968017578125","274.85968017578125","","","","","","","","","","","","","","","","","","","","","","","",""
"5203.036118030548","","","","","","","338","338","338","170.92526245117188","170.92526245117188","170.92526245117188","","","","","","","","","","","","","","","","","",""
"5203.531377","11777","11777","11777","160.81517","160.81517","160.81517","","","","","","","","","","","","","","","","","","","","","","","",""
"5212.790589094162","","","","","","","","","","","","","334","334","334","110.96961212158203","110.96961212158203","110.96961212158203","","","","","","","","","","","",""
"5220.563693","863403","863403","863403","91.571365","91.571365","91.571365","","","","","","","","","","","","","","","","","","","","","","","",""
"5227.841169","834470","834470","834470","79.53899","79.53899","79.53899","","","","","","","","","","","","","","","","","","","","","","","",""
"5229.3398270606995","336","336","336","274.6356201171875","274.6356201171875","274.6356201171875","","","","","","","","","","","","","","","","","","","","","","","",""
"5235.171394","11721","11721","11721","800.15704","800.15704","800.15704","","","","","","","","","","","","","","","","","","","","","","","",""
"5235.337593078613","","","","","","","","","","","","","","","","","","","","","","","","","334","334","334","258.117919921875","258.117919921875","258.117919921875"
"5235.481379985809","","","","","","","340","340","340","77.91805267333984","77.91805267333984","77.91805267333984","","","","","","","","","","","","","","","","","",""
"5237.055011987686","","","","","","","349","349","349","93.44364929199219","93.44364929199219","93.44364929199219","","","","","","","","","","","","","","","","","",""
"5243.566673","895596","895596","895596","132.81618","132.81618","132.81618","","","","","","","","","","","","","","","","","","","","","","","",""
"5243.730214","889551","889551","889551","511.68875","511.68875","511.68875","","","","","","","","","","","","","","","","","","","","","","","",""
"5249.578867197037","","","","","","","","","","","","","","","","","","","336","336","336","156.20709228515625","156.20709228515625","156.20709228515625","","","","","",""
"5250.038462","839053","839053","839053","126.97787","126.97787","126.97787","","","","","","","","","","","","","","","","","","","","","","","",""
"5259.057005167007","279","279","279","213.9029998779297","213.9029998779297","213.9029998779297","","","","","","","","","","","","","","","","","","","","","","","",""
"5262.550177812576","640433","640433","640433","338.202880859375","338.202880859375","338.202880859375","","","","","","","","","","","","","","","","","","","","","","","",""
"5263.499521","926212","926212","926212","71.564476","71.564476","71.564476","","","","","","","","","","","","","","","","","","","","","","","",""
"5263.887927","906097","906097","906097","506.9714","506.9714","506.9714","","","","","","","","","","","","","","","","","","","","","","","",""
"5264.075856","12791","12791","12791","89.459564","89.459564","89.459564","","","","","","","","","","","","","","","","","","","","","","","",""
"5273.459179","874860","874860","874860","57.43536","57.43536","57.43536","","","","","","","","","","","","","","","","","","","","","","","",""
"5275.523164987564","345","345","345","192.0562286376953","192.0562286376953","192.0562286376953","","","","","","","","","","","","","","","","","","","","","","","",""
"5285.719209","12067","12067","12067","95.31972","95.31972","95.31972","","","","","","","","","","","","","","","","","","","","","","","",""
"5289.036565","906689","906689","906689","432.56943","432.56943","432.56943","","","","","","","","","","","","","","","","","","","","","","","",""
"5292.056368112564","","","","","","","","","","","","","346","346","346","219.52976989746094","219.52976989746094","219.52976989746094","","","","","","","","","","","",""
"5293.669509","12212","12212","12212","213.2848","213.2848","213.2848","","","","","","","","","","","","","","","","","","","","","","","",""
"5310.148573","919551","919551","919551","111.27846","111.27846","111.27846","","","","","","","","","","","","","","","","","","","","","","","",""
"5310.870913982391","","","","","","","","","","","","","335","335","335","101.14488983154297","101.14488983154297","101.14488983154297","","","","","","","","","","","",""
"5320.266088","12820","12820","12820","254.14587","254.14587","254.14587","","","","","","","","","","","","","","","","","","","","","","","",""
"5320.290101","902520","902520","902520","435.0193","435.0193","435.0193","","","","","","","","","","","","","","","","","","","","","","","",""
"5335.652886","12704","12704","12704","116.78673","116.78673","116.78673","","","","","","","","","","","","","","","","","","","","","","","",""
"5363.4427280426025","","","","","","","","","","","","","","","","","","","337","337","337","152.27867126464844","152.27867126464844","152.27867126464844","","","","","",""
"5373.628961","11950","11950","11950","266.64133","266.64133","266.64133","","","","","","","","","","","","","","","","","","","","","","","",""
"5390.624386","884415","884415","884415","151.73708","151.73708","151.73708","","","","","","","","","","","","","","","","","","","","","","","",""
"5402.826767","855557","855557","855557","127.95515","127.95515","127.95515","","","","","","","","","","","","","","","","","","","","","","","",""
