"Step","worldly-cherry-234 - test reward","worldly-cherry-234 - test reward__MIN","worldly-cherry-234 - test reward__MAX","honest-thunder-220 - test reward","honest-thunder-220 - test reward__MIN","honest-thunder-220 - test reward__MAX","rural-armadillo-241 - test reward","rural-armadillo-241 - test reward__MIN","rural-armadillo-241 - test reward__MAX","dulcet-dust-274 - test reward","dulcet-dust-274 - test reward__MIN","dulcet-dust-274 - test reward__MAX","fresh-capybara-275 - test reward","fresh-capybara-275 - test reward__MIN","fresh-capybara-275 - test reward__MAX"
"317","","","","","","","359.4716827764872","359.4716827764872","359.4716827764872","","","","","",""
"319","","","","","","","","","","211.3721298000225","211.3721298000225","211.3721298000225","293.94768419630634","293.94768419630634","293.94768419630634"
"341","180.73456366369572","180.73456366369572","180.73456366369572","137.71958679007628","137.71958679007628","137.71958679007628","","","","","","","","",""
"379","","","","","","","182.04470912883642","182.04470912883642","182.04470912883642","","","","","",""
"381","","","","","","","","","","179.39504374345998","179.39504374345998","179.39504374345998","90.63567889278224","90.63567889278224","90.63567889278224"
"383","140.96198490769387","140.96198490769387","140.96198490769387","13.705555265597818","13.705555265597818","13.705555265597818","","","","","","","","",""
"425","59.01403411465575","59.01403411465575","59.01403411465575","63.344697925650124","63.344697925650124","63.344697925650124","","","","","","","","",""
"441","","","","","","","105.73884279786213","105.73884279786213","105.73884279786213","","","","","",""
"443","","","","","","","","","","138.26354858570022","138.26354858570022","138.26354858570022","255.68552011629626","255.68552011629626","255.68552011629626"
"467","193.6602523964497","193.6602523964497","193.6602523964497","58.695445356320235","58.695445356320235","58.695445356320235","","","","","","","","",""
"503","","","","","","","182.34126429890733","182.34126429890733","182.34126429890733","","","","","",""
"505","","","","","","","","","","138.17237834516396","138.17237834516396","138.17237834516396","93.9818646827286","93.9818646827286","93.9818646827286"
"509","193.22438654305847","193.22438654305847","193.22438654305847","61.87029911255253","61.87029911255253","61.87029911255253","","","","","","","","",""
"551","103.1859205926111","103.1859205926111","103.1859205926111","183.03260832415282","183.03260832415282","183.03260832415282","","","","","","","","",""
"565","","","","","","","311.39694500380386","311.39694500380386","311.39694500380386","","","","","",""
"567","","","","","","","","","","216.7172081564053","216.7172081564053","216.7172081564053","219.6341811048845","219.6341811048845","219.6341811048845"
"593","140.20833434642734","140.20833434642734","140.20833434642734","187.28889131050738","187.28889131050738","187.28889131050738","","","","","","","","",""
"627","","","","","","","107.73657330585647","107.73657330585647","107.73657330585647","","","","","",""
"630","","","","","","","","","","124.74389661212697","124.74389661212697","124.74389661212697","247.58217189618318","247.58217189618318","247.58217189618318"
"635","61.44352047640349","61.44352047640349","61.44352047640349","55.82187343326476","55.82187343326476","55.82187343326476","","","","","","","","",""
"677","230.18998852218306","230.18998852218306","230.18998852218306","266.5838771216761","266.5838771216761","266.5838771216761","","","","","","","","",""
"689","","","","","","","189.01772726290181","189.01772726290181","189.01772726290181","","","","","",""
"692","","","","","","","","","","208.73767861012158","208.73767861012158","208.73767861012158","253.9775252770597","253.9775252770597","253.9775252770597"
"719","105.28677165455638","105.28677165455638","105.28677165455638","182.23643591980004","182.23643591980004","182.23643591980004","","","","","","","","",""
"751","","","","","","","360.80254548612305","360.80254548612305","360.80254548612305","","","","","",""
"754","","","","","","","","","","332.5871808244277","332.5871808244277","332.5871808244277","46.068599585271556","46.068599585271556","46.068599585271556"
"761","185.4484701188904","185.4484701188904","185.4484701188904","15.1315438387001","15.1315438387001","15.1315438387001","","","","","","","","",""
"803","187.6094819446884","187.6094819446884","187.6094819446884","104.33763157767035","104.33763157767035","104.33763157767035","","","","","","","","",""
"813","","","","","","","188.6063325223709","188.6063325223709","188.6063325223709","","","","","",""
"816","","","","","","","","","","127.30198010183521","127.30198010183521","127.30198010183521","247.24813030372312","247.24813030372312","247.24813030372312"
"845","228.98234524020472","228.98234524020472","228.98234524020472","94.25003308002658","94.25003308002658","94.25003308002658","","","","","","","","",""
"875","","","","","","","188.6138964725452","188.6138964725452","188.6138964725452","","","","","",""
"878","","","","","","","","","","369.9343567895354","369.9343567895354","369.9343567895354","83.63121005771681","83.63121005771681","83.63121005771681"
"887","185.57320596779533","185.57320596779533","185.57320596779533","139.89818337080288","139.89818337080288","139.89818337080288","","","","","","","","",""
"929","229.5523562678005","229.5523562678005","229.5523562678005","225.79359129496635","225.79359129496635","225.79359129496635","","","","","","","","",""
"937","","","","","","","196.56507228547062","196.56507228547062","196.56507228547062","","","","","",""
"941","","","","","","","","","","315.34075647930865","315.34075647930865","315.34075647930865","242.72494186543358","242.72494186543358","242.72494186543358"
"971","358.2296432442564","358.2296432442564","358.2296432442564","105.49530118210154","105.49530118210154","105.49530118210154","","","","","","","","",""
"999","","","","","","","367.68533472087626","367.68533472087626","367.68533472087626","","","","","",""
"1003","","","","","","","","","","318.88199491602205","318.88199491602205","318.88199491602205","159.6281577477041","159.6281577477041","159.6281577477041"
"1013","189.2602505719828","189.2602505719828","189.2602505719828","139.57714787220874","139.57714787220874","139.57714787220874","","","","","","","","",""
"1055","270.0937572448401","270.0937572448401","270.0937572448401","150.14815952841747","150.14815952841747","150.14815952841747","","","","","","","","",""
"1061","","","","","","","190.32953540895147","190.32953540895147","190.32953540895147","","","","","",""
"1065","","","","","","","","","","159.96465109390027","159.96465109390027","159.96465109390027","234.29277468388204","234.29277468388204","234.29277468388204"
"1097","322.2868926713172","322.2868926713172","322.2868926713172","222.85831262636674","222.85831262636674","222.85831262636674","","","","","","","","",""
"1123","","","","","","","444.86670562887974","444.86670562887974","444.86670562887974","","","","","",""
"1127","","","","","","","","","","157.1735102672258","157.1735102672258","157.1735102672258","244.15842148458304","244.15842148458304","244.15842148458304"
"1139","188.96858240866996","188.96858240866996","188.96858240866996","230.67524254238356","230.67524254238356","230.67524254238356","","","","","","","","",""
"1181","185.65899869892826","185.65899869892826","185.65899869892826","274.7487818525976","274.7487818525976","274.7487818525976","","","","","","","","",""
"1185","","","","","","","231.15171204030275","231.15171204030275","231.15171204030275","","","","","",""
"1189","","","","","","","","","","310.0325914390517","310.0325914390517","310.0325914390517","195.98076053342294","195.98076053342294","195.98076053342294"
"1223","234.21820544693773","234.21820544693773","234.21820544693773","178.98168601582472","178.98168601582472","178.98168601582472","","","","","","","","",""
"1247","","","","","","","145.8748599966528","145.8748599966528","145.8748599966528","","","","","",""
"1252","","","","","","","","","","183.14829870116554","183.14829870116554","183.14829870116554","176.5236196660523","176.5236196660523","176.5236196660523"
"1265","146.60237277915093","146.60237277915093","146.60237277915093","148.31608985765646","148.31608985765646","148.31608985765646","","","","","","","","",""
"1307","107.04289714359079","107.04289714359079","107.04289714359079","17.31211898929876","17.31211898929876","17.31211898929876","","","","","","","","",""
"1309","","","","","","","316.6903769310026","316.6903769310026","316.6903769310026","","","","","",""
"1314","","","","","","","","","","173.19383168346866","173.19383168346866","173.19383168346866","246.85926552149402","246.85926552149402","246.85926552149402"
"1349","192.25087507015402","192.25087507015402","192.25087507015402","102.64100315196936","102.64100315196936","102.64100315196936","","","","","","","","",""
"1371","","","","","","","232.76443842155953","232.76443842155953","232.76443842155953","","","","","",""
"1376","","","","","","","","","","176.44262304206697","176.44262304206697","176.44262304206697","368.47055416400684","368.47055416400684","368.47055416400684"
"1391","58.220519750481785","58.220519750481785","58.220519750481785","144.3555284478196","144.3555284478196","144.3555284478196","","","","","","","","",""
"1433","235.10572842832386","235.10572842832386","235.10572842832386","186.84317712173888","186.84317712173888","186.84317712173888","409.57471727200925","409.57471727200925","409.57471727200925","","","","","",""
"1438","","","","","","","","","","369.1450343740551","369.1450343740551","369.1450343740551","175.29612346917088","175.29612346917088","175.29612346917088"
"1475","146.41275695700062","146.41275695700062","146.41275695700062","150.03879773995595","150.03879773995595","150.03879773995595","","","","","","","","",""
"1495","","","","","","","360.62026044481917","360.62026044481917","360.62026044481917","","","","","",""
"1500","","","","","","","","","","141.29819786262297","141.29819786262297","141.29819786262297","365.0232653552271","365.0232653552271","365.0232653552271"
"1517","143.6868285474788","143.6868285474788","143.6868285474788","402.78966844082345","402.78966844082345","402.78966844082345","","","","","","","","",""
"1557","","","","","","","273.75883671332446","273.75883671332446","273.75883671332446","","","","","",""
"1559","322.96125448935163","322.96125448935163","322.96125448935163","227.18915312691925","227.18915312691925","227.18915312691925","","","","","","","","",""
"1563","","","","","","","","","","161.70517590199657","161.70517590199657","161.70517590199657","195.19074182019804","195.19074182019804","195.19074182019804"
"1601","235.7336884641324","235.7336884641324","235.7336884641324","230.33299550700727","230.33299550700727","230.33299550700727","","","","","","","","",""
"1619","","","","","","","322.4520684259744","322.4520684259744","322.4520684259744","","","","","",""
"1625","","","","","","","","","","157.64993613181537","157.64993613181537","157.64993613181537","185.95901484668","185.95901484668","185.95901484668"
"1643","233.08483391201193","233.08483391201193","233.08483391201193","402.24546626991","402.24546626991","402.24546626991","","","","","","","","",""
"1681","","","","","","","318.40909147933723","318.40909147933723","318.40909147933723","","","","","",""
"1685","190.8344527053377","190.8344527053377","190.8344527053377","97.68401303789429","97.68401303789429","97.68401303789429","","","","","","","","",""
"1687","","","","","","","","","","187.5087543800021","187.5087543800021","187.5087543800021","292.15471400644907","292.15471400644907","292.15471400644907"
"1727","145.91089533429147","145.91089533429147","145.91089533429147","269.43274943688647","269.43274943688647","269.43274943688647","","","","","","","","",""
"1743","","","","","","","61.02351457712632","61.02351457712632","61.02351457712632","","","","","",""
"1749","","","","","","","","","","264.8868575522849","264.8868575522849","264.8868575522849","151.93925810416957","151.93925810416957","151.93925810416957"
"1769","235.04912483718573","235.04912483718573","235.04912483718573","403.19693243181285","403.19693243181285","403.19693243181285","","","","","","","","",""
"1805","","","","","","","273.3285835159212","273.3285835159212","273.3285835159212","","","","","",""
"1811","234.74307567960562","234.74307567960562","234.74307567960562","188.0308939567074","188.0308939567074","188.0308939567074","","","","268.80517957625807","268.80517957625807","268.80517957625807","158.89760797462316","158.89760797462316","158.89760797462316"
"1853","145.36858232181666","145.36858232181666","145.36858232181666","229.07628029941537","229.07628029941537","229.07628029941537","","","","","","","","",""
"1867","","","","","","","229.6090654430206","229.6090654430206","229.6090654430206","","","","","",""
"1895","277.00909514371693","277.00909514371693","277.00909514371693","184.61934573161798","184.61934573161798","184.61934573161798","","","","","","","","",""
"1929","","","","","","","316.3600129212988","316.3600129212988","316.3600129212988","","","","","",""
"1937","186.18741387604308","186.18741387604308","186.18741387604308","187.49700805355613","187.49700805355613","187.49700805355613","","","","","","","","",""
"1979","272.8009759301425","272.8009759301425","272.8009759301425","192.03677876339114","192.03677876339114","192.03677876339114","","","","","","","","",""
"1991","","","","","","","402.58976966448284","402.58976966448284","402.58976966448284","","","","","",""
"2021","271.2148299013421","271.2148299013421","271.2148299013421","186.87217818669617","186.87217818669617","186.87217818669617","","","","","","","","",""
"2053","","","","","","","228.78471507637838","228.78471507637838","228.78471507637838","","","","","",""
"2063","230.2838022901798","230.2838022901798","230.2838022901798","276.7938320652776","276.7938320652776","276.7938320652776","","","","","","","","",""
"2115","","","","","","","237.17496357731505","237.17496357731505","237.17496357731505","","","","","",""
"2177","","","","","","","278.3535364027881","278.3535364027881","278.3535364027881","","","","","",""
"2239","","","","","","","227.77438345337788","227.77438345337788","227.77438345337788","","","","","",""
"2301","","","","","","","320.1831779487728","320.1831779487728","320.1831779487728","","","","","",""
"2363","","","","","","","151.05961896747723","151.05961896747723","151.05961896747723","","","","","",""
"2425","","","","","","","278.4535098655818","278.4535098655818","278.4535098655818","","","","","",""
"2487","","","","","","","279.2655025503346","279.2655025503346","279.2655025503346","","","","","",""
"2549","","","","","","","449.6608570775587","449.6608570775587","449.6608570775587","","","","","",""
"2611","","","","","","","324.025612900181","324.025612900181","324.025612900181","","","","","",""
"2673","","","","","","","358.66314569923907","358.66314569923907","358.66314569923907","","","","","",""
"2735","","","","","","","363.31782825998266","363.31782825998266","363.31782825998266","","","","","",""
"2797","","","","","","","404.1975605225003","404.1975605225003","404.1975605225003","","","","","",""
"2859","","","","","","","322.0217598879567","322.0217598879567","322.0217598879567","","","","","",""
"2921","","","","","","","275.64492829799235","275.64492829799235","275.64492829799235","","","","","",""
"2983","","","","","","","272.11548097897304","272.11548097897304","272.11548097897304","","","","","",""
"3045","","","","","","","406.26476343892574","406.26476343892574","406.26476343892574","","","","","",""
