"Step","dark-sky-610 - test reward","dark-sky-610 - test reward__MIN","dark-sky-610 - test reward__MAX","desert-totem-609 - test reward","desert-totem-609 - test reward__MIN","desert-totem-609 - test reward__MAX","magic-pine-608 - test reward","magic-pine-608 - test reward__MIN","magic-pine-608 - test reward__MAX","devoted-mountain-607 - test reward","devoted-mountain-607 - test reward__MIN","devoted-mountain-607 - test reward__MAX","dauntless-hill-606 - test reward","dauntless-hill-606 - test reward__MIN","dauntless-hill-606 - test reward__MAX","legendary-tree-605 - test reward","legendary-tree-605 - test reward__MIN","legendary-tree-605 - test reward__MAX","morning-glade-604 - test reward","morning-glade-604 - test reward__MIN","morning-glade-604 - test reward__MAX","charmed-snowflake-602 - test reward","charmed-snowflake-602 - test reward__MIN","charmed-snowflake-602 - test reward__MAX","silvery-pyramid-600 - test reward","silvery-pyramid-600 - test reward__MIN","silvery-pyramid-600 - test reward__MAX"
"17084","74.13446872211051","74.13446872211051","74.13446872211051","135.98589068447063","135.98589068447063","135.98589068447063","77.7236824110016","77.7236824110016","77.7236824110016","","","","","","","","","","","","","","","","","",""
"19489","","","","","","","","","","225.85658801975688","225.85658801975688","225.85658801975688","143.85599822465204","143.85599822465204","143.85599822465204","168.9266090855756","168.9266090855756","168.9266090855756","219.69177686662087","219.69177686662087","219.69177686662087","217.5901177529679","217.5901177529679","217.5901177529679","310.6647332015941","310.6647332015941","310.6647332015941"
"19490","156.00844974343894","156.00844974343894","156.00844974343894","233.54730907516017","233.54730907516017","233.54730907516017","53.01032015745524","53.01032015745524","53.01032015745524","","","","","","","","","","","","","","","","","",""
"21896","142.44112208532889","142.44112208532889","142.44112208532889","120.39757740522695","120.39757740522695","120.39757740522695","249.80602903006897","249.80602903006897","249.80602903006897","74.26845354653504","74.26845354653504","74.26845354653504","175.29392909852942","175.29392909852942","175.29392909852942","102.43993449186385","102.43993449186385","102.43993449186385","114.58781769308696","114.58781769308696","114.58781769308696","53.74538167443725","53.74538167443725","53.74538167443725","93.19770083033417","93.19770083033417","93.19770083033417"
"24302","","","","","","","","","","32.05038362313159","32.05038362313159","32.05038362313159","213.40775727461374","213.40775727461374","213.40775727461374","46.59494461870814","46.59494461870814","46.59494461870814","142.71963964250364","142.71963964250364","142.71963964250364","87.92614121953159","87.92614121953159","87.92614121953159","181.90412400047308","181.90412400047308","181.90412400047308"
"24303","37.93594879480385","37.93594879480385","37.93594879480385","31.26803482620216","31.26803482620216","31.26803482620216","52.87644838183077","52.87644838183077","52.87644838183077","","","","","","","","","","","","","","","","","",""
"26708","","","","","","","","","","124.61555747301345","124.61555747301345","124.61555747301345","122.58120684417251","122.58120684417251","122.58120684417251","36.12702305804421","36.12702305804421","36.12702305804421","98.35783491131231","98.35783491131231","98.35783491131231","49.19076078288318","49.19076078288318","49.19076078288318","73.79278559199187","73.79278559199187","73.79278559199187"
"26709","46.602983842593105","46.602983842593105","46.602983842593105","16.727900026423274","16.727900026423274","16.727900026423274","26.90439564709367","26.90439564709367","26.90439564709367","","","","","","","","","","","","","","","","","",""
"29114","","","","","","","","","","182.31473785782552","182.31473785782552","182.31473785782552","164.86381575826871","164.86381575826871","164.86381575826871","183.07047335881296","183.07047335881296","183.07047335881296","20.63658943057644","20.63658943057644","20.63658943057644","158.85822776079414","158.85822776079414","158.85822776079414","202.27233489740644","202.27233489740644","202.27233489740644"
"29115","54.894228392615744","54.894228392615744","54.894228392615744","49.127411802882534","49.127411802882534","49.127411802882534","77.59120749703337","77.59120749703337","77.59120749703337","","","","","","","","","","","","","","","","","",""
"31520","","","","","","","","","","118.43646484692067","118.43646484692067","118.43646484692067","69.5623688063638","69.5623688063638","69.5623688063638","120.63625800320979","120.63625800320979","120.63625800320979","163.49459067577328","163.49459067577328","163.49459067577328","80.45022990960808","80.45022990960808","80.45022990960808","155.60315420502462","155.60315420502462","155.60315420502462"
"31521","53.632564634783805","53.632564634783805","53.632564634783805","44.66579288935539","44.66579288935539","44.66579288935539","14.424800773157894","14.424800773157894","14.424800773157894","","","","","","","","","","","","","","","","","",""
"33926","","","","","","","","","","209.19208486767207","209.19208486767207","209.19208486767207","185.28101751675362","185.28101751675362","185.28101751675362","135.47922342713883","135.47922342713883","135.47922342713883","158.11441808544538","158.11441808544538","158.11441808544538","182.6434158338375","182.6434158338375","182.6434158338375","189.09600104918485","189.09600104918485","189.09600104918485"
"33927","52.26572880783883","52.26572880783883","52.26572880783883","28.37856548940447","28.37856548940447","28.37856548940447","38.425957233211996","38.425957233211996","38.425957233211996","","","","","","","","","","","","","","","","","",""
"36332","","","","","","","","","","84.7091679004152","84.7091679004152","84.7091679004152","166.23616293324284","166.23616293324284","166.23616293324284","95.4132230710841","95.4132230710841","95.4132230710841","161.80843436124837","161.80843436124837","161.80843436124837","160.68194007754636","160.68194007754636","160.68194007754636","139.14707161350864","139.14707161350864","139.14707161350864"
"36334","-47.06858092619903","-47.06858092619903","-47.06858092619903","-59.19210475973548","-59.19210475973548","-59.19210475973548","-54.74939685403926","-54.74939685403926","-54.74939685403926","","","","","","","","","","","","","","","","","",""
"38738","","","","","","","","","","35.14270583481339","35.14270583481339","35.14270583481339","48.61195370622819","48.61195370622819","48.61195370622819","120.4642136391374","120.4642136391374","120.4642136391374","108.8559227889182","108.8559227889182","108.8559227889182","166.8572826843307","166.8572826843307","166.8572826843307","77.54223185954423","77.54223185954423","77.54223185954423"
"38740","-63.811677835501925","-63.811677835501925","-63.811677835501925","-59.64694936871793","-59.64694936871793","-59.64694936871793","-44.09745312598126","-44.09745312598126","-44.09745312598126","","","","","","","","","","","","","","","","","",""
"41145","","","","","","","","","","42.69777068420349","42.69777068420349","42.69777068420349","33.81377474024798","33.81377474024798","33.81377474024798","72.37000728914636","72.37000728914636","72.37000728914636","51.816072077070224","51.816072077070224","51.816072077070224","61.13667179198205","61.13667179198205","61.13667179198205","28.81724844953659","28.81724844953659","28.81724844953659"
"41146","-39.356398945132135","-39.356398945132135","-39.356398945132135","-50.546297282621396","-50.546297282621396","-50.546297282621396","-61.52101250736549","-61.52101250736549","-61.52101250736549","","","","","","","","","","","","","","","","","",""
"43551","","","","","","","","","","11.17097396012267","11.17097396012267","11.17097396012267","79.4940722631629","79.4940722631629","79.4940722631629","30.291776870407677","30.291776870407677","30.291776870407677","54.325088575474425","54.325088575474425","54.325088575474425","57.248249738375705","57.248249738375705","57.248249738375705","18.433055164859013","18.433055164859013","18.433055164859013"
"43552","-63.73939072654881","-63.73939072654881","-63.73939072654881","-58.92102256657803","-58.92102256657803","-58.92102256657803","-63.97808111715334","-63.97808111715334","-63.97808111715334","","","","","","","","","","","","","","","","","",""
"45957","","","","","","","","","","72.0984219222473","72.0984219222473","72.0984219222473","11.619004313360719","11.619004313360719","11.619004313360719","25.963794195893957","25.963794195893957","25.963794195893957","94.33029980575726","94.33029980575726","94.33029980575726","68.43887185032887","68.43887185032887","68.43887185032887","17.950776860886183","17.950776860886183","17.950776860886183"
"45958","-56.20393811094641","-56.20393811094641","-56.20393811094641","-63.33671696130966","-63.33671696130966","-63.33671696130966","-73.10271485392798","-73.10271485392798","-73.10271485392798","","","","","","","","","","","","","","","","","",""
"48363","","","","","","","","","","33.681430595386345","33.681430595386345","33.681430595386345","50.88024794855511","50.88024794855511","50.88024794855511","88.15918277533217","88.15918277533217","88.15918277533217","25.428914583949204","25.428914583949204","25.428914583949204","161.2853260628056","161.2853260628056","161.2853260628056","51.52871431359449","51.52871431359449","51.52871431359449"
"48365","-123.50678724601364","-123.50678724601364","-123.50678724601364","-176.05681349214498","-176.05681349214498","-176.05681349214498","-180.8460286953954","-180.8460286953954","-180.8460286953954","","","","","","","","","","","","","","","","","",""
"50769","","","","","","","","","","30.359126976533826","30.359126976533826","30.359126976533826","49.87392450293746","49.87392450293746","49.87392450293746","73.06270743690372","73.06270743690372","73.06270743690372","28.463450529362905","28.463450529362905","28.463450529362905","49.82170607001134","49.82170607001134","49.82170607001134","91.30247308056354","91.30247308056354","91.30247308056354"
"50771","-136.83045255384894","-136.83045255384894","-136.83045255384894","-173.13068216323802","-173.13068216323802","-173.13068216323802","-170.99012901920202","-170.99012901920202","-170.99012901920202","","","","","","","","","","","","","","","","","",""
"53175","","","","","","","","","","85.78180046905723","85.78180046905723","85.78180046905723","55.42635354265188","55.42635354265188","55.42635354265188","18.132359495848636","18.132359495848636","18.132359495848636","32.61407391926512","32.61407391926512","32.61407391926512","72.31916917275389","72.31916917275389","72.31916917275389","72.20059837739623","72.20059837739623","72.20059837739623"
"53177","-172.13268830471532","-172.13268830471532","-172.13268830471532","-194.51729631211032","-194.51729631211032","-194.51729631211032","-261.63977901568785","-261.63977901568785","-261.63977901568785","","","","","","","","","","","","","","","","","",""
"55581","","","","","","","","","","-0.7294057668404319","-0.7294057668404319","-0.7294057668404319","70.95156273464725","70.95156273464725","70.95156273464725","53.28545194902199","53.28545194902199","53.28545194902199","49.23923625006007","49.23923625006007","49.23923625006007","76.33754482255858","76.33754482255858","76.33754482255858","66.54711412548377","66.54711412548377","66.54711412548377"
"55583","-276.73011694347827","-276.73011694347827","-276.73011694347827","-256.9361484405451","-256.9361484405451","-256.9361484405451","-203.79406323043662","-203.79406323043662","-203.79406323043662","","","","","","","","","","","","","","","","","",""
"57987","","","","","","","","","","88.26270215816535","88.26270215816535","88.26270215816535","38.32750745658676","38.32750745658676","38.32750745658676","61.55118005027081","61.55118005027081","61.55118005027081","32.36284156128275","32.36284156128275","32.36284156128275","39.73193118030498","39.73193118030498","39.73193118030498","94.8554432323715","94.8554432323715","94.8554432323715"
"57989","-225.68561545665938","-225.68561545665938","-225.68561545665938","-213.72602486515456","-213.72602486515456","-213.72602486515456","-157.7400030092583","-157.7400030092583","-157.7400030092583","","","","","","","","","","","","","","","","","",""
"60394","","","","","","","","","","-55.534832527587035","-55.534832527587035","-55.534832527587035","-47.13245061115997","-47.13245061115997","-47.13245061115997","-58.7514208746771","-58.7514208746771","-58.7514208746771","-58.403872961960474","-58.403872961960474","-58.403872961960474","-61.319347945688165","-61.319347945688165","-61.319347945688165","-77.11534700701384","-77.11534700701384","-77.11534700701384"
"60396","-184.24484061908072","-184.24484061908072","-184.24484061908072","-235.35548348228608","-235.35548348228608","-235.35548348228608","-148.2197243462661","-148.2197243462661","-148.2197243462661","","","","","","","","","","","","","","","","","",""
"62800","","","","","","","","","","-59.125805368835415","-59.125805368835415","-59.125805368835415","-43.02405100556442","-43.02405100556442","-43.02405100556442","-59.91869645870683","-59.91869645870683","-59.91869645870683","-49.728601515466124","-49.728601515466124","-49.728601515466124","-54.5101275393893","-54.5101275393893","-54.5101275393893","-70.03278197348803","-70.03278197348803","-70.03278197348803"
"62802","-170.6852943189724","-170.6852943189724","-170.6852943189724","-160.1898798640537","-160.1898798640537","-160.1898798640537","-266.55010923983957","-266.55010923983957","-266.55010923983957","","","","","","","","","","","","","","","","","",""
"65206","","","","","","","","","","-64.85707635963459","-64.85707635963459","-64.85707635963459","-53.814133098704886","-53.814133098704886","-53.814133098704886","-49.26519776345775","-49.26519776345775","-49.26519776345775","-58.32534370641048","-58.32534370641048","-58.32534370641048","-49.50820976296422","-49.50820976296422","-49.50820976296422","-51.68209338225245","-51.68209338225245","-51.68209338225245"
"65208","-202.32096852782053","-202.32096852782053","-202.32096852782053","-247.1751178649938","-247.1751178649938","-247.1751178649938","-246.17813820389551","-246.17813820389551","-246.17813820389551","","","","","","","","","","","","","","","","","",""
"67612","","","","","","","","","","","","","-49.699364253410984","-49.699364253410984","-49.699364253410984","-61.29332934592619","-61.29332934592619","-61.29332934592619","-52.62589299269755","-52.62589299269755","-52.62589299269755","-54.09423535217309","-54.09423535217309","-54.09423535217309","-35.06360804092144","-35.06360804092144","-35.06360804092144"
"67614","-183.04309841973384","-183.04309841973384","-183.04309841973384","-182.16449931399993","-182.16449931399993","-182.16449931399993","-260.9523173317308","-260.9523173317308","-260.9523173317308","","","","","","","","","","","","","","","","","",""
"70018","","","","","","","","","","","","","-60.75897646937791","-60.75897646937791","-60.75897646937791","-61.212975413066296","-61.212975413066296","-61.212975413066296","-55.93721753939095","-55.93721753939095","-55.93721753939095","-68.22479759694026","-68.22479759694026","-68.22479759694026","-48.59300867862977","-48.59300867862977","-48.59300867862977"
"70020","-121.3937846759753","-121.3937846759753","-121.3937846759753","-181.84187022553346","-181.84187022553346","-181.84187022553346","-168.55947283043028","-168.55947283043028","-168.55947283043028","","","","","","","","","","","","","","","","","",""
"72424","","","","","","","","","","","","","-49.390674940152216","-49.390674940152216","-49.390674940152216","-53.83338271393412","-53.83338271393412","-53.83338271393412","-63.23746647335802","-63.23746647335802","-63.23746647335802","-72.84880184842214","-72.84880184842214","-72.84880184842214","-65.79145344968231","-65.79145344968231","-65.79145344968231"
"74830","","","","","","","","","","","","","-59.566934691717265","-59.566934691717265","-59.566934691717265","-51.89422369465151","-51.89422369465151","-51.89422369465151","-65.79841566877158","-65.79841566877158","-65.79841566877158","","","","-46.6483815838905","-46.6483815838905","-46.6483815838905"
"77236","","","","","","","","","","","","","-67.43818584886529","-67.43818584886529","-67.43818584886529","-52.78013478303941","-52.78013478303941","-52.78013478303941","-61.0956240769453","-61.0956240769453","-61.0956240769453","","","","-48.4979836182702","-48.4979836182702","-48.4979836182702"
"79642","","","","","","","","","","","","","-53.214736966852286","-53.214736966852286","-53.214736966852286","-49.58115396673887","-49.58115396673887","-49.58115396673887","-43.66383931537359","-43.66383931537359","-43.66383931537359","","","","-56.039453821639356","-56.039453821639356","-56.039453821639356"
"82049","","","","","","","","","","","","","-161.65520648803738","-161.65520648803738","-161.65520648803738","-147.94288905480113","-147.94288905480113","-147.94288905480113","-177.44522479967742","-177.44522479967742","-177.44522479967742","","","","-145.51790200072597","-145.51790200072597","-145.51790200072597"
"84455","","","","","","","","","","","","","-240.98271931693216","-240.98271931693216","-240.98271931693216","-180.86726905054226","-180.86726905054226","-180.86726905054226","-173.0090815534059","-173.0090815534059","-173.0090815534059","","","","-190.276313261226","-190.276313261226","-190.276313261226"
"86861","","","","","","","","","","","","","-151.64676600265753","-151.64676600265753","-151.64676600265753","-121.7100469422597","-121.7100469422597","-121.7100469422597","-224.75001102068904","-224.75001102068904","-224.75001102068904","","","","-133.7252880565979","-133.7252880565979","-133.7252880565979"
"89267","","","","","","","","","","","","","-190.13413077037393","-190.13413077037393","-190.13413077037393","-164.35478501652943","-164.35478501652943","-164.35478501652943","-138.57137675138904","-138.57137675138904","-138.57137675138904","","","","-286.139847375373","-286.139847375373","-286.139847375373"
"91673","","","","","","","","","","","","","-202.14901465315265","-202.14901465315265","-202.14901465315265","-175.8460000580938","-175.8460000580938","-175.8460000580938","-178.4311371892688","-178.4311371892688","-178.4311371892688","","","","-173.8850523411433","-173.8850523411433","-173.8850523411433"
"94079","","","","","","","","","","","","","-192.16577132680248","-192.16577132680248","-192.16577132680248","-180.0917704229152","-180.0917704229152","-180.0917704229152","-127.66372983639425","-127.66372983639425","-127.66372983639425","","","","-123.30896696403298","-123.30896696403298","-123.30896696403298"
"96485","","","","","","","","","","","","","-130.717081880265","-130.717081880265","-130.717081880265","-169.83263760602125","-169.83263760602125","-169.83263760602125","-176.7762432417312","-176.7762432417312","-176.7762432417312","","","","-211.3556983459182","-211.3556983459182","-211.3556983459182"
"98891","","","","","","","","","","","","","-144.35058897769125","-144.35058897769125","-144.35058897769125","-195.1907668522425","-195.1907668522425","-195.1907668522425","-109.52142775700722","-109.52142775700722","-109.52142775700722","","","","-202.0676452468777","-202.0676452468777","-202.0676452468777"
"101298","","","","","","","","","","","","","-131.66222166881929","-131.66222166881929","-131.66222166881929","-169.4549567136899","-169.4549567136899","-169.4549567136899","-232.72309215190285","-232.72309215190285","-232.72309215190285","","","","-199.69810534456911","-199.69810534456911","-199.69810534456911"
"103704","","","","","","","","","","","","","-184.70233226626146","-184.70233226626146","-184.70233226626146","-202.02250813209332","-202.02250813209332","-202.02250813209332","-192.81085203970127","-192.81085203970127","-192.81085203970127","","","","-137.47323832770942","-137.47323832770942","-137.47323832770942"
"106110","","","","","","","","","","","","","-198.21503615386936","-198.21503615386936","-198.21503615386936","-173.9690240955694","-173.9690240955694","-173.9690240955694","-170.80426519078864","-170.80426519078864","-170.80426519078864","","","","-215.04098995108907","-215.04098995108907","-215.04098995108907"
"108516","","","","","","","","","","","","","-232.80789839633275","-232.80789839633275","-232.80789839633275","-145.79846239566777","-145.79846239566777","-145.79846239566777","-205.88693520558732","-205.88693520558732","-205.88693520558732","","","","-251.34471639123717","-251.34471639123717","-251.34471639123717"
"110922","","","","","","","","","","","","","-194.60402945648735","-194.60402945648735","-194.60402945648735","-180.53214254788162","-180.53214254788162","-180.53214254788162","-180.85684675673033","-180.85684675673033","-180.85684675673033","","","","-261.2859320885496","-261.2859320885496","-261.2859320885496"
"113328","","","","","","","","","","","","","-162.0247307304139","-162.0247307304139","-162.0247307304139","-201.4747208959517","-201.4747208959517","-201.4747208959517","-166.81429933324455","-166.81429933324455","-166.81429933324455","","","","-173.78574443146948","-173.78574443146948","-173.78574443146948"
"115734","","","","","","","","","","","","","-164.13033689150905","-164.13033689150905","-164.13033689150905","-304.0850082945019","-304.0850082945019","-304.0850082945019","-196.76293327006437","-196.76293327006437","-196.76293327006437","","","","-163.04169491273382","-163.04169491273382","-163.04169491273382"
"118140","","","","","","","","","","","","","-148.58142216781718","-148.58142216781718","-148.58142216781718","-179.39200518544686","-179.39200518544686","-179.39200518544686","-238.24543800824244","-238.24543800824244","-238.24543800824244","","","","-153.3494263172544","-153.3494263172544","-153.3494263172544"
