Relative Time (Process),Schedule : adaptive - _step,Schedule : adaptive - _step__MIN,Schedule : adaptive - _step__MAX,Schedule : adaptive - test reward ,Schedule : adaptive - test reward __MIN,Schedule : adaptive - test reward __MAX,Schedule : fixed - _step,Schedule : fixed - _step__MIN,Schedule : fixed - _step__MAX,Schedule : fixed - test reward ,Schedule : fixed - test reward __MIN,Schedule : fixed - test reward __MAX,Schedule : interval - _step,Schedule : interval - _step__MIN,Schedule : interval - _step__MAX,Schedule : interval - test reward ,Schedule : interval - test reward __MIN,Schedule : interval - test reward __MAX,epoch
1231.873801,270561.5,270561.5,270561.5,43.6510575,43.6510575,43.6510575,4064.5555555555557,4064.5555555555557,4064.5555555555557,39.85694977777778,39.85694977777778,39.85694977777778,249939.0,249939.0,249939.0,36.703796,36.703796,36.703796,41.69139465875371
1232.329729,270155.0,270155.0,270155.0,43.49721,43.49721,43.49721,4093.4444444444443,4093.4444444444443,4093.4444444444443,41.66386722222222,41.66386722222222,41.66386722222222,260442.0,260442.0,260442.0,35.8176705,35.8176705,35.8176705,41.83976261127596
1232.963901,235447.33333333334,235447.33333333334,235447.33333333334,38.62581791748047,38.62581791748047,38.62581791748047,4122.333333333333,4122.333333333333,4122.333333333333,43.47078466666667,43.47078466666667,43.47078466666667,270945.0,270945.0,270945.0,34.931545,34.931545,34.931545,41.988130563798215
1246.549586,200739.6666666667,200739.6666666667,200739.6666666667,33.75442583496094,33.75442583496094,33.75442583496094,4151.222222222223,4151.222222222223,4151.222222222223,45.27770211111111,45.27770211111111,45.27770211111111,270457.0,270457.0,270457.0,42.178192,42.178192,42.178192,42.13649851632047
1247.471773147583,166032.0,166032.0,166032.0,28.883033752441406,28.883033752441406,28.883033752441406,4180.111111111111,4180.111111111111,4180.111111111111,47.084619555555555,47.084619555555555,47.084619555555555,277586.6666666667,277586.6666666667,277586.6666666667,45.24800466666667,45.24800466666667,45.24800466666667,42.28486646884273
1256.583279,186893.66666666666,186893.66666666666,186893.66666666666,31.10724696036784,31.10724696036784,31.10724696036784,4209.0,4209.0,4209.0,48.891537,48.891537,48.891537,284716.3333333333,284716.3333333333,284716.3333333333,48.31781733333334,48.31781733333334,48.31781733333334,42.43323442136498
1263.659056,207755.33333333334,207755.33333333334,207755.33333333334,33.33146016829427,33.33146016829427,33.33146016829427,4218.666666666667,4218.666666666667,4218.666666666667,42.90925166666666,42.90925166666666,42.90925166666666,291846.0,291846.0,291846.0,51.38763,51.38763,51.38763,42.581602373887236
1267.220097,228617.0,228617.0,228617.0,35.5556733762207,35.5556733762207,35.5556733762207,4228.333333333333,4228.333333333333,4228.333333333333,36.92696633333333,36.92696633333333,36.92696633333333,270107.0,270107.0,270107.0,30.18048,30.18048,30.18048,42.72997032640949
1271.548919,249478.6666666667,249478.6666666667,249478.6666666667,37.779886584147135,37.779886584147135,37.779886584147135,4238.0,4238.0,4238.0,30.944681,30.944681,30.944681,272198.0,272198.0,272198.0,32.1930236,32.1930236,32.1930236,42.87833827893175
1278.165625,270340.3333333334,270340.3333333334,270340.3333333334,40.00409979207357,40.00409979207357,40.00409979207357,4238.0,4238.0,4238.0,40.40774,40.40774,40.40774,274289.0,274289.0,274289.0,34.2055672,34.2055672,34.2055672,43.026706231454
1281.648256,291202.0,291202.0,291202.0,42.228313,42.228313,42.228313,4238.0,4238.0,4238.0,36.724393,36.724393,36.724393,276380.0,276380.0,276380.0,36.2181108,36.2181108,36.2181108,43.17507418397626
1282.587764,284449.0,284449.0,284449.0,41.52963366666667,41.52963366666667,41.52963366666667,4238.0,4238.0,4238.0,33.041046,33.041046,33.041046,278471.0,278471.0,278471.0,38.2306544,38.2306544,38.2306544,43.323442136498514
1296.680669,277696.0,277696.0,277696.0,40.83095433333333,40.83095433333333,40.83095433333333,3949.0,3949.0,3949.0,47.508545,47.508545,47.508545,280562.0,280562.0,280562.0,40.243198,40.243198,40.243198,43.47181008902077
1296.855168,270943.0,270943.0,270943.0,40.132275,40.132275,40.132275,4035.6666666666665,4035.6666666666665,4035.6666666666665,42.228404999999995,42.228404999999995,42.228404999999995,282653.0,282653.0,282653.0,42.2557416,42.2557416,42.2557416,43.62017804154302
1301.368421,291890.0,291890.0,291890.0,40.65326,40.65326,40.65326,4122.333333333333,4122.333333333333,4122.333333333333,36.948265,36.948265,36.948265,284744.0,284744.0,284744.0,44.2682852,44.2682852,44.2682852,43.76854599406528
1306.63782,270823.2,270823.2,270823.2,40.33958569165039,40.33958569165039,40.33958569165039,4209.0,4209.0,4209.0,31.668125,31.668125,31.668125,286835.0,286835.0,286835.0,46.2808288,46.2808288,46.2808288,43.916913946587535
1307.126131,249756.4,249756.4,249756.4,40.02591138330078,40.02591138330078,40.02591138330078,3949.0,3949.0,3949.0,35.543987,35.543987,35.543987,288926.0,288926.0,288926.0,48.2933724,48.2933724,48.2933724,44.06528189910979
1321.685359,228689.6,228689.6,228689.6,39.712237074951176,39.712237074951176,39.712237074951176,4010.0,4010.0,4010.0,35.597447333333335,35.597447333333335,35.597447333333335,291017.0,291017.0,291017.0,50.305916,50.305916,50.305916,44.21364985163204
1322.917928,207622.8,207622.8,207622.8,39.398562766601565,39.398562766601565,39.398562766601565,4071.0,4071.0,4071.0,35.65090766666667,35.65090766666667,35.65090766666667,291383.0,291383.0,291383.0,42.43517,42.43517,42.43517,44.3620178041543
1328.041321992874,186556.0,186556.0,186556.0,39.08488845825195,39.08488845825195,39.08488845825195,4132.0,4132.0,4132.0,35.704368,35.704368,35.704368,291451.5,291451.5,291451.5,40.98120175,40.98120175,40.98120175,44.510385756676556
1331.909249,291660.0,291660.0,291660.0,42.515522,42.515522,42.515522,4193.0,4193.0,4193.0,35.757828333333336,35.757828333333336,35.757828333333336,291520.0,291520.0,291520.0,39.5272335,39.5272335,39.5272335,44.65875370919881
1337.37021,291654.0,291654.0,291654.0,47.403122,47.403122,47.403122,4254.0,4254.0,4254.0,35.81128866666666,35.81128866666666,35.81128866666666,291588.5,291588.5,291588.5,38.073265250000006,38.073265250000006,38.073265250000006,44.80712166172106
1342.999085,294236.5,294236.5,294236.5,46.5952855,46.5952855,46.5952855,4315.0,4315.0,4315.0,35.864748999999996,35.864748999999996,35.864748999999996,291657.0,291657.0,291657.0,36.619297,36.619297,36.619297,44.95548961424332
1346.910307,296819.0,296819.0,296819.0,45.787449,45.787449,45.787449,4376.0,4376.0,4376.0,35.91820933333333,35.91820933333333,35.91820933333333,270846.0,270846.0,270846.0,34.925716,34.925716,34.925716,45.103857566765576
1351.584506,299401.5,299401.5,299401.5,44.9796125,44.9796125,44.9796125,4437.0,4437.0,4437.0,35.97166966666666,35.97166966666666,35.97166966666666,291578.0,291578.0,291578.0,45.837013,45.837013,45.837013,45.25222551928783
1351.637985,301984.0,301984.0,301984.0,44.171776,44.171776,44.171776,4498.0,4498.0,4498.0,36.02513,36.02513,36.02513,301821.5,301821.5,301821.5,43.8731065,43.8731065,43.8731065,45.40059347181008
1358.694833,304566.5,304566.5,304566.5,43.3639395,43.3639395,43.3639395,4512.5,4512.5,4512.5,37.326764999999995,37.326764999999995,37.326764999999995,312065.0,312065.0,312065.0,41.9092,41.9092,41.9092,45.54896142433234
1371.605175,307149.0,307149.0,307149.0,42.556103,42.556103,42.556103,4527.0,4527.0,4527.0,38.6284,38.6284,38.6284,306836.5,306836.5,306836.5,41.276242499999995,41.276242499999995,41.276242499999995,45.6973293768546
1373.219916,309731.5,309731.5,309731.5,41.7482665,41.7482665,41.7482665,4527.0,4527.0,4527.0,34.093967,34.093967,34.093967,301608.0,301608.0,301608.0,40.643285,40.643285,40.643285,45.845697329376854
1381.686821,312314.0,312314.0,312314.0,40.94043,40.94043,40.94043,4527.0,4527.0,4527.0,36.20417633333333,36.20417633333333,36.20417633333333,296379.5,296379.5,296379.5,40.0103275,40.0103275,40.0103275,45.994065281899104
1382.258957,312391.5,312391.5,312391.5,41.58368,41.58368,41.58368,4527.0,4527.0,4527.0,38.31438566666667,38.31438566666667,38.31438566666667,291151.0,291151.0,291151.0,39.37737,39.37737,39.37737,46.14243323442136
1382.659893,312469.0,312469.0,312469.0,42.226929999999996,42.226929999999996,42.226929999999996,4527.0,4527.0,4527.0,40.424595,40.424595,40.424595,293738.625,293738.625,293738.625,40.002673125,40.002673125,40.002673125,46.29080118694362
1391.741357,312546.5,312546.5,312546.5,42.87018,42.87018,42.87018,4238.0,4238.0,4238.0,43.88407,43.88407,43.88407,296326.25,296326.25,296326.25,40.62797625,40.62797625,40.62797625,46.439169139465875
1406.40651,312624.0,312624.0,312624.0,43.51343,43.51343,43.51343,4368.0,4368.0,4368.0,38.627695,38.627695,38.627695,298913.875,298913.875,298913.875,41.253279375,41.253279375,41.253279375,46.587537091988125
1406.781231,301999.5,301999.5,301999.5,35.420934,35.420934,35.420934,4498.0,4498.0,4498.0,33.37132,33.37132,33.37132,301501.5,301501.5,301501.5,41.8785825,41.8785825,41.8785825,46.73590504451038
1406.895582,291375.0,291375.0,291375.0,27.328438,27.328438,27.328438,4368.0,4368.0,4368.0,33.7989735,33.7989735,33.7989735,304089.125,304089.125,304089.125,42.503885625,42.503885625,42.503885625,46.88427299703264
1412.92484,238932.0,238932.0,238932.0,30.10911188330078,30.10911188330078,30.10911188330078,4238.0,4238.0,4238.0,34.226627,34.226627,34.226627,306676.75,306676.75,306676.75,43.12918875,43.12918875,43.12918875,47.032640949554896
1415.6406922340393,186489.0,186489.0,186489.0,32.88978576660156,32.88978576660156,32.88978576660156,4329.5,4329.5,4329.5,35.34232866666667,35.34232866666667,35.34232866666667,309264.375,309264.375,309264.375,43.754491875,43.754491875,43.754491875,47.181008902077146
1427.949198,228316.0,228316.0,228316.0,32.73970151106771,32.73970151106771,32.73970151106771,4421.0,4421.0,4421.0,36.45803033333333,36.45803033333333,36.45803033333333,311852.0,311852.0,311852.0,44.379795,44.379795,44.379795,47.3293768545994
1431.725085,270143.0,270143.0,270143.0,32.58961725553385,32.58961725553385,32.58961725553385,4512.5,4512.5,4512.5,37.573732,37.573732,37.573732,312535.0,312535.0,312535.0,41.68714,41.68714,41.68714,47.47774480712166
1436.934725,311970.0,311970.0,311970.0,32.439533,32.439533,32.439533,4604.0,4604.0,4604.0,38.689433666666666,38.689433666666666,38.689433666666666,312351.5,312351.5,312351.5,41.0689735,41.0689735,41.0689735,47.62611275964391
1442.414402,312679.0,312679.0,312679.0,43.274006,43.274006,43.274006,4695.5,4695.5,4695.5,39.80513533333333,39.80513533333333,39.80513533333333,312168.0,312168.0,312168.0,40.450807,40.450807,40.450807,47.77448071216617
1446.769736,315217.875,315217.875,315217.875,43.12762175,43.12762175,43.12762175,4787.0,4787.0,4787.0,40.920837,40.920837,40.920837,311984.5,311984.5,311984.5,39.832640500000004,39.832640500000004,39.832640500000004,47.92284866468842
1451.621722,317756.75,317756.75,317756.75,42.9812375,42.9812375,42.9812375,4792.8,4792.8,4792.8,38.954411,38.954411,38.954411,311801.0,311801.0,311801.0,39.214474,39.214474,39.214474,48.07121661721068
1453.040887,320295.625,320295.625,320295.625,42.83485325,42.83485325,42.83485325,4798.6,4798.6,4798.6,36.987985,36.987985,36.987985,311917.0,311917.0,311917.0,38.475845,38.475845,38.475845,48.21958456973293
1458.725922,322834.5,322834.5,322834.5,42.688469,42.688469,42.688469,4804.4,4804.4,4804.4,35.021558999999996,35.021558999999996,35.021558999999996,332681.0,332681.0,332681.0,40.117256,40.117256,40.117256,48.36795252225519
1461.944405,325373.375,325373.375,325373.375,42.54208475,42.54208475,42.54208475,4810.2,4810.2,4810.2,33.055133,33.055133,33.055133,291655.0,291655.0,291655.0,38.71022,38.71022,38.71022,48.516320474777444
1471.666643,327912.25,327912.25,327912.25,42.395700500000004,42.395700500000004,42.395700500000004,4816.0,4816.0,4816.0,31.088707,31.088707,31.088707,294533.14285714284,294533.14285714284,294533.14285714284,39.17248885714286,39.17248885714286,39.17248885714286,48.6646884272997
1478.283971,330451.125,330451.125,330451.125,42.24931625,42.24931625,42.24931625,4787.0,4787.0,4787.0,39.476536,39.476536,39.476536,297411.28571428574,297411.28571428574,297411.28571428574,39.63475771428571,39.63475771428571,39.63475771428571,48.81305637982195
1481.726607,332990.0,332990.0,332990.0,42.102932,42.102932,42.102932,4801.5,4801.5,4801.5,41.62307,41.62307,41.62307,300289.4285714286,300289.4285714286,300289.4285714286,40.09702657142857,40.09702657142857,40.09702657142857,48.96142433234421
1482.723232,270055.0,270055.0,270055.0,40.588073742309575,40.588073742309575,40.588073742309575,4816.0,4816.0,4816.0,43.769604,43.769604,43.769604,303167.5714285714,303167.5714285714,303167.5714285714,40.55929542857143,40.55929542857143,40.55929542857143,49.109792284866465
1488.0431439876556,207120.0,207120.0,207120.0,39.07321548461914,39.07321548461914,39.07321548461914,4671.5,4671.5,4671.5,42.764154500000004,42.764154500000004,42.764154500000004,306045.71428571426,306045.71428571426,306045.71428571426,41.02156428571429,41.02156428571429,41.02156428571429,49.25816023738872
1493.587401,238545.0,238545.0,238545.0,38.44607836346435,38.44607836346435,38.44607836346435,4527.0,4527.0,4527.0,41.758705,41.758705,41.758705,308923.85714285716,308923.85714285716,308923.85714285716,41.483833142857144,41.483833142857144,41.483833142857144,49.40652818991097
1497.293557,269970.0,269970.0,269970.0,37.81894124230957,37.81894124230957,37.81894124230957,4657.0,4657.0,4657.0,42.3690425,42.3690425,42.3690425,311802.0,311802.0,311802.0,41.946102,41.946102,41.946102,49.55489614243323
1506.851125,301395.0,301395.0,301395.0,37.19180412115479,37.19180412115479,37.19180412115479,4787.0,4787.0,4787.0,42.97938,42.97938,42.97938,316016.0,316016.0,316016.0,42.161589,42.161589,42.161589,49.703264094955486
1511.440455,332820.0,332820.0,332820.0,36.564667,36.564667,36.564667,4700.333333333333,4700.333333333333,4700.333333333333,42.17792,42.17792,42.17792,320230.0,320230.0,320230.0,42.377076,42.377076,42.377076,49.85163204747774
1516.937331,312109.0,312109.0,312109.0,38.38583,38.38583,38.38583,4613.666666666667,4613.666666666667,4613.666666666667,41.37646,41.37646,41.37646,324444.0,324444.0,324444.0,42.592563,42.592563,42.592563,49.99999999999999
1517.987352,316270.0,316270.0,316270.0,41.173792999999996,41.173792999999996,41.173792999999996,4527.0,4527.0,4527.0,40.575,40.575,40.575,328658.0,328658.0,328658.0,42.80805,42.80805,42.80805,50.14836795252225
1536.761137,320431.0,320431.0,320431.0,43.961756,43.961756,43.961756,4710.0,4710.0,4710.0,44.592310000000005,44.592310000000005,44.592310000000005,332872.0,332872.0,332872.0,43.023537,43.023537,43.023537,50.29673590504451
1537.982154,324592.0,324592.0,324592.0,46.749719,46.749719,46.749719,4893.0,4893.0,4893.0,48.60962,48.60962,48.60962,332789.0,332789.0,332789.0,45.314407,45.314407,45.314407,50.445103857566764
1546.829638,328753.0,328753.0,328753.0,49.537682000000004,49.537682000000004,49.537682000000004,5076.0,5076.0,5076.0,52.62693,52.62693,52.62693,332813.75,332813.75,332813.75,44.567490250000006,44.567490250000006,44.567490250000006,50.593471810089014
1546.970608,332914.0,332914.0,332914.0,52.325645,52.325645,52.325645,5080.833333333333,5080.833333333333,5080.833333333333,51.605585000000005,51.605585000000005,51.605585000000005,332838.5,332838.5,332838.5,43.8205735,43.8205735,43.8205735,50.74183976261127
1547.451687,333128.0,333128.0,333128.0,43.517303,43.517303,43.517303,5085.666666666667,5085.666666666667,5085.666666666667,50.58424,50.58424,50.58424,332863.25,332863.25,332863.25,43.07365675,43.07365675,43.07365675,50.89020771513353
1556.657307,317363.875,317363.875,317363.875,43.125899383270266,43.125899383270266,43.125899383270266,5090.5,5090.5,5090.5,49.562895,49.562895,49.562895,332888.0,332888.0,332888.0,42.32674,42.32674,42.32674,51.038575667655785
1563.76923,301599.75,301599.75,301599.75,42.734495766540526,42.734495766540526,42.734495766540526,5095.333333333333,5095.333333333333,5095.333333333333,48.54155,48.54155,48.54155,353940.0,353940.0,353940.0,39.158028,39.158028,39.158028,51.186943620178035
1573.080547,285835.625,285835.625,285835.625,42.343092149810786,42.343092149810786,42.343092149810786,5100.166666666667,5100.166666666667,5100.166666666667,47.520205000000004,47.520205000000004,47.520205000000004,332647.0,332647.0,332647.0,43.790264,43.790264,43.790264,51.33531157270029
1576.725402,270071.5,270071.5,270071.5,41.951688533081054,41.951688533081054,41.951688533081054,5105.0,5105.0,5105.0,46.49886,46.49886,46.49886,322282.5,322282.5,322282.5,44.197162,44.197162,44.197162,51.48367952522255
1576.981869,254307.375,254307.375,254307.375,41.56028491635132,41.56028491635132,41.56028491635132,5090.5,5090.5,5090.5,38.4770605,38.4770605,38.4770605,311918.0,311918.0,311918.0,44.60406,44.60406,44.60406,51.632047477744806
1578.348954,238543.25,238543.25,238543.25,41.16888129962158,41.16888129962158,41.16888129962158,5076.0,5076.0,5076.0,30.455261,30.455261,30.455261,314902.5714285714,314902.5714285714,314902.5714285714,43.975492857142854,43.975492857142854,43.975492857142854,51.780415430267055
1582.785992,222779.125,222779.125,222779.125,40.77747768289184,40.77747768289184,40.77747768289184,5076.0,5076.0,5076.0,41.1554,41.1554,41.1554,317887.14285714284,317887.14285714284,317887.14285714284,43.34692571428571,43.34692571428571,43.34692571428571,51.92878338278931
1586.6079981327057,207015.0,207015.0,207015.0,40.38607406616211,40.38607406616211,40.38607406616211,4979.666666666667,4979.666666666667,4979.666666666667,40.27972066666667,40.27972066666667,40.27972066666667,320871.71428571426,320871.71428571426,320871.71428571426,42.71835857142857,42.71835857142857,42.71835857142857,52.07715133531157
1586.772266,354144.0,354144.0,354144.0,45.67905,45.67905,45.67905,4883.333333333333,4883.333333333333,4883.333333333333,39.40404133333333,39.40404133333333,39.40404133333333,323856.28571428574,323856.28571428574,323856.28571428574,42.08979142857143,42.08979142857143,42.08979142857143,52.225519287833826
1593.641291,353969.0,353969.0,353969.0,46.988567499999995,46.988567499999995,46.988567499999995,4787.0,4787.0,4787.0,38.528362,38.528362,38.528362,326840.85714285716,326840.85714285716,326840.85714285716,41.46122428571429,41.46122428571429,41.46122428571429,52.373887240356076
1606.907919,353794.0,353794.0,353794.0,48.298085,48.298085,48.298085,5076.0,5076.0,5076.0,44.009335,44.009335,44.009335,329825.4285714286,329825.4285714286,329825.4285714286,40.832657142857144,40.832657142857144,40.832657142857144,52.52225519287833
1617.329896,353619.0,353619.0,353619.0,49.6076025,49.6076025,49.6076025,4989.333333333333,4989.333333333333,4989.333333333333,43.07645,43.07645,43.07645,332810.0,332810.0,332810.0,40.20409,40.20409,40.20409,52.67062314540059
1621.478507,353444.0,353444.0,353444.0,50.91712,50.91712,50.91712,4902.666666666667,4902.666666666667,4902.666666666667,42.143565,42.143565,42.143565,337938.75,337938.75,337938.75,43.188426,43.188426,43.188426,52.81899109792285
1628.004345,343064.5,343064.5,343064.5,46.654664999999994,46.654664999999994,46.654664999999994,4816.0,4816.0,4816.0,41.21068,41.21068,41.21068,343067.5,343067.5,343067.5,46.172762,46.172762,46.172762,52.9673590504451
1631.982567,332685.0,332685.0,332685.0,42.39221,42.39221,42.39221,4920.0,4920.0,4920.0,42.369788,42.369788,42.369788,348196.25,348196.25,348196.25,49.157098,49.157098,49.157098,53.115727002967354
1648.884836,279424.0,279424.0,279424.0,41.64983844421387,41.64983844421387,41.64983844421387,5024.0,5024.0,5024.0,43.528896,43.528896,43.528896,353325.0,353325.0,353325.0,52.141434,52.141434,52.141434,53.26409495548961
1650.2626659870148,226163.0,226163.0,226163.0,40.907466888427734,40.907466888427734,40.907466888427734,5128.0,5128.0,5128.0,44.688004,44.688004,44.688004,353695.5,353695.5,353695.5,46.441779999999994,46.441779999999994,46.441779999999994,53.41246290801187
1651.799391,268572.0,268572.0,268572.0,39.960124592285155,39.960124592285155,39.960124592285155,5232.0,5232.0,5232.0,45.847112,45.847112,45.847112,354066.0,354066.0,354066.0,40.742126,40.742126,40.742126,53.56083086053412
1651.890482,310981.0,310981.0,310981.0,39.01278229614258,39.01278229614258,39.01278229614258,5336.0,5336.0,5336.0,47.00622,47.00622,47.00622,354022.0,354022.0,354022.0,40.1611335,40.1611335,40.1611335,53.709198813056375
1652.47638,353390.0,353390.0,353390.0,38.06544,38.06544,38.06544,5341.8,5341.8,5341.8,46.9536606,46.9536606,46.9536606,353978.0,353978.0,353978.0,39.580141,39.580141,39.580141,53.85756676557863
1662.013853,354224.0,354224.0,354224.0,56.881718,56.881718,56.881718,5347.6,5347.6,5347.6,46.9011012,46.9011012,46.9011012,353934.0,353934.0,353934.0,38.999148500000004,38.999148500000004,38.999148500000004,54.00593471810089
1666.826886,357667.8333333333,357667.8333333333,357667.8333333333,54.5150925,54.5150925,54.5150925,5353.4,5353.4,5353.4,46.8485418,46.8485418,46.8485418,353890.0,353890.0,353890.0,38.418156,38.418156,38.418156,54.15430267062314
1668.809924,361111.6666666667,361111.6666666667,361111.6666666667,52.148467,52.148467,52.148467,5359.2,5359.2,5359.2,46.7959824,46.7959824,46.7959824,374786.0,374786.0,374786.0,45.79005,45.79005,45.79005,54.302670623145396
1681.79352,364555.5,364555.5,364555.5,49.7818415,49.7818415,49.7818415,5365.0,5365.0,5365.0,46.743423,46.743423,46.743423,366440.0,366440.0,366440.0,46.3236088,46.3236088,46.3236088,54.45103857566765
1683.408173,367999.3333333333,367999.3333333333,367999.3333333333,47.415216,47.415216,47.415216,5365.0,5365.0,5365.0,44.59004,44.59004,44.59004,358094.0,358094.0,358094.0,46.857167600000004,46.857167600000004,46.857167600000004,54.59940652818991
1687.857754,371443.1666666667,371443.1666666667,371443.1666666667,45.0485905,45.0485905,45.0485905,5365.0,5365.0,5365.0,41.95592,41.95592,41.95592,349748.0,349748.0,349748.0,47.3907264,47.3907264,47.3907264,54.74777448071216
1691.829058,374887.0,374887.0,374887.0,42.681965,42.681965,42.681965,5292.75,5292.75,5292.75,42.895404,42.895404,42.895404,341402.0,341402.0,341402.0,47.9242852,47.9242852,47.9242852,54.89614243323442
1697.020392,374861.6,374861.6,374861.6,41.958814,41.958814,41.958814,5220.5,5220.5,5220.5,43.834888,43.834888,43.834888,333056.0,333056.0,333056.0,48.457844,48.457844,48.457844,55.04451038575667
1698.125436,374836.2,374836.2,374836.2,41.235662999999995,41.235662999999995,41.235662999999995,5148.25,5148.25,5148.25,44.774372,44.774372,44.774372,353651.0,353651.0,353651.0,44.540592,44.540592,44.540592,55.19287833827893
1698.695865,374810.8,374810.8,374810.8,40.512512,40.512512,40.512512,5076.0,5076.0,5076.0,45.713856,45.713856,45.713856,353642.5,353642.5,353642.5,45.32609075,45.32609075,45.32609075,55.34124629080118
1711.968546,374785.4,374785.4,374785.4,39.789361,39.789361,39.789361,5365.0,5365.0,5365.0,40.39777,40.39777,40.39777,353634.0,353634.0,353634.0,46.111589499999994,46.111589499999994,46.111589499999994,55.48961424332344
1736.522682,374760.0,374760.0,374760.0,39.06621,39.06621,39.06621,5292.75,5292.75,5292.75,43.7859725,43.7859725,43.7859725,353625.5,353625.5,353625.5,46.897088249999996,46.897088249999996,46.897088249999996,55.637982195845694
1737.364782,364018.0,364018.0,364018.0,38.85762,38.85762,38.85762,5220.5,5220.5,5220.5,47.174175000000005,47.174175000000005,47.174175000000005,353617.0,353617.0,353617.0,47.682587,47.682587,47.682587,55.78635014836795
1742.025777,353276.0,353276.0,353276.0,38.64903,38.64903,38.64903,5148.25,5148.25,5148.25,50.562377500000004,50.562377500000004,50.562377500000004,357731.2,357731.2,357731.2,50.112207999999995,50.112207999999995,50.112207999999995,55.9347181008902
1745.187049,310830.3333333333,310830.3333333333,310830.3333333333,36.901092072347005,36.901092072347005,36.901092072347005,5076.0,5076.0,5076.0,53.95058,53.95058,53.95058,361845.4,361845.4,361845.4,52.541829,52.541829,52.541829,56.08308605341246
1756.940788,268384.6666666667,268384.6666666667,268384.6666666667,35.153154144694014,35.153154144694014,35.153154144694014,5625.0,5625.0,5625.0,39.01806,39.01806,39.01806,365959.6,365959.6,365959.6,54.97145,54.97145,54.97145,56.231454005934715
1759.8552460670471,225939.0,225939.0,225939.0,33.405216217041016,33.405216217041016,33.405216217041016,5628.625,5628.625,5628.625,40.5710155,40.5710155,40.5710155,370073.8,370073.8,370073.8,57.401071,57.401071,57.401071,56.37982195845697
1761.834843,275597.0,275597.0,275597.0,39.61083981136068,39.61083981136068,39.61083981136068,5632.25,5632.25,5632.25,42.123971,42.123971,42.123971,374188.0,374188.0,374188.0,59.830692,59.830692,59.830692,56.52818991097922
1763.93206,325255.0,325255.0,325255.0,45.81646340568034,45.81646340568034,45.81646340568034,5635.875,5635.875,5635.875,43.6769265,43.6769265,43.6769265,374150.0,374150.0,374150.0,53.40247,53.40247,53.40247,56.67655786350148
1767.520479,374913.0,374913.0,374913.0,52.022087,52.022087,52.022087,5639.5,5639.5,5639.5,45.229882,45.229882,45.229882,384707.5,384707.5,384707.5,50.4811825,50.4811825,50.4811825,56.824925816023736
1773.845255,375000.3333333333,375000.3333333333,375000.3333333333,53.221658,53.221658,53.221658,5643.125,5643.125,5643.125,46.7828375,46.7828375,46.7828375,395265.0,395265.0,395265.0,47.559895,47.559895,47.559895,56.973293768545986
1776.864469,375087.6666666667,375087.6666666667,375087.6666666667,54.421229000000004,54.421229000000004,54.421229000000004,5646.75,5646.75,5646.75,48.335793,48.335793,48.335793,374478.0,374478.0,374478.0,37.809464,37.809464,37.809464,57.12166172106824
1777.051858,375175.0,375175.0,375175.0,55.6208,55.6208,55.6208,5650.375,5650.375,5650.375,49.888748500000005,49.888748500000005,49.888748500000005,372123.44444444444,372123.44444444444,372123.44444444444,38.46201133333333,38.46201133333333,38.46201133333333,57.2700296735905
1788.462146,381861.0,381861.0,381861.0,55.91180666666667,55.91180666666667,55.91180666666667,5654.0,5654.0,5654.0,51.441704,51.441704,51.441704,369768.8888888889,369768.8888888889,369768.8888888889,39.11455866666667,39.11455866666667,39.11455866666667,57.41839762611276
1791.903757,388547.0,388547.0,388547.0,56.20281333333333,56.20281333333333,56.20281333333333,5654.0,5654.0,5654.0,46.51777,46.51777,46.51777,367414.3333333333,367414.3333333333,367414.3333333333,39.767106,39.767106,39.767106,57.56676557863501
1796.873186,395233.0,395233.0,395233.0,56.49382,56.49382,56.49382,5654.0,5654.0,5654.0,47.4560075,47.4560075,47.4560075,365059.77777777775,365059.77777777775,365059.77777777775,40.41965333333333,40.41965333333333,40.41965333333333,57.715133531157264
1797.996975,346076.6666666667,346076.6666666667,346076.6666666667,51.7361512504069,51.7361512504069,51.7361512504069,5654.0,5654.0,5654.0,48.394245,48.394245,48.394245,362705.22222222225,362705.22222222225,362705.22222222225,41.07220066666667,41.07220066666667,41.07220066666667,57.86350148367952
1803.750958,296920.3333333333,296920.3333333333,296920.3333333333,46.978482500813804,46.978482500813804,46.978482500813804,5365.0,5365.0,5365.0,47.86411,47.86411,47.86411,360350.6666666667,360350.6666666667,360350.6666666667,41.724748,41.724748,41.724748,58.01186943620178
1815.349072933197,247764.0,247764.0,247764.0,42.2208137512207,42.2208137512207,42.2208137512207,5509.5,5509.5,5509.5,43.1079165,43.1079165,43.1079165,357996.1111111111,357996.1111111111,357996.1111111111,42.37729533333333,42.37729533333333,42.37729533333333,58.16023738872403
1817.036752,284699.0,284699.0,284699.0,45.49273881341553,45.49273881341553,45.49273881341553,5654.0,5654.0,5654.0,38.351723,38.351723,38.351723,355641.55555555556,355641.55555555556,355641.55555555556,43.02984266666667,43.02984266666667,43.02984266666667,58.308605341246285
1817.057851,321634.0,321634.0,321634.0,48.76466387561035,48.76466387561035,48.76466387561035,5581.75,5581.75,5581.75,39.12983925,39.12983925,39.12983925,353287.0,353287.0,353287.0,43.68239,43.68239,43.68239,58.45697329376854
