Relative Time (Process),Schedule : adaptive - _step,Schedule : adaptive - _step__MIN,Schedule : adaptive - _step__MAX,Schedule : adaptive - test reward ,Schedule : adaptive - test reward __MIN,Schedule : adaptive - test reward __MAX,Schedule : fixed - _step,Schedule : fixed - _step__MIN,Schedule : fixed - _step__MAX,Schedule : fixed - test reward ,Schedule : fixed - test reward __MIN,Schedule : fixed - test reward __MAX,Schedule : interval - _step,Schedule : interval - _step__MIN,Schedule : interval - _step__MAX,Schedule : interval - test reward ,Schedule : interval - test reward __MIN,Schedule : interval - test reward __MAX,epoch
6602.064519,1047463.0,1047463.0,1047463.0,277.7565018181818,277.7565018181818,277.7565018181818,13828.5,13828.5,13828.5,345.22101,345.22101,345.22101,1012672.0,1012672.0,1012672.0,242.67673,242.67673,242.67673,154.15430267062314
6624.243067,1052501.0,1052501.0,1052501.0,276.8607681818182,276.8607681818182,276.8607681818182,14003.0,14003.0,14003.0,143.63132,143.63132,143.63132,1030268.6666666666,1030268.6666666666,1030268.6666666666,259.52275333333336,259.52275333333336,259.52275333333336,154.3026706231454
6624.843383,1057539.0,1057539.0,1057539.0,275.9650345454545,275.9650345454545,275.9650345454545,14929.0,14929.0,14929.0,175.84372,175.84372,175.84372,1047865.3333333334,1047865.3333333334,1047865.3333333334,276.3687766666667,276.3687766666667,276.3687766666667,154.45103857566764
6654.556446,1062577.0,1062577.0,1062577.0,275.0693009090909,275.0693009090909,275.0693009090909,14581.5,14581.5,14581.5,182.612135,182.612135,182.612135,1065462.0,1065462.0,1065462.0,293.2148,293.2148,293.2148,154.5994065281899
6656.488606,1067615.0,1067615.0,1067615.0,274.17356727272727,274.17356727272727,274.17356727272727,14234.0,14234.0,14234.0,189.38055,189.38055,189.38055,1067504.5,1067504.5,1067504.5,403.38070000000005,403.38070000000005,403.38070000000005,154.74777448071217
6668.326175,1072653.0,1072653.0,1072653.0,273.2778336363636,273.2778336363636,273.2778336363636,14306.333333333334,14306.333333333334,14306.333333333334,179.83497833333334,179.83497833333334,179.83497833333334,1069547.0,1069547.0,1069547.0,513.5466,513.5466,513.5466,154.89614243323442
6679.4773,1077691.0,1077691.0,1077691.0,272.3821,272.3821,272.3821,14378.666666666666,14378.666666666666,14378.666666666666,170.28940666666668,170.28940666666668,170.28940666666668,1060396.7142857143,1060396.7142857143,1060396.7142857143,463.3315671428572,463.3315671428572,463.3315671428572,155.04451038575667
6684.174945,1098000.0,1098000.0,1098000.0,106.876915,106.876915,106.876915,14451.0,14451.0,14451.0,160.743835,160.743835,160.743835,1051246.4285714286,1051246.4285714286,1051246.4285714286,413.1165342857143,413.1165342857143,413.1165342857143,155.19287833827892
6685.824023962021,722871.0,722871.0,722871.0,275.66510009765625,275.66510009765625,275.66510009765625,14523.333333333334,14523.333333333334,14523.333333333334,151.19826333333333,151.19826333333333,151.19826333333333,1042096.1428571428,1042096.1428571428,1042096.1428571428,362.90150142857146,362.90150142857146,362.90150142857146,155.34124629080117
6699.644795,1062391.0,1062391.0,1062391.0,226.77103,226.77103,226.77103,14595.666666666666,14595.666666666666,14595.666666666666,141.65269166666667,141.65269166666667,141.65269166666667,1032945.8571428572,1032945.8571428572,1032945.8571428572,312.6864685714286,312.6864685714286,312.6864685714286,155.48961424332342
6706.038775,1066520.25,1066520.25,1066520.25,201.4592825,201.4592825,201.4592825,14668.0,14668.0,14668.0,132.10712,132.10712,132.10712,1023795.5714285715,1023795.5714285715,1023795.5714285715,262.47143571428575,262.47143571428575,262.47143571428575,155.6379821958457
6711.010986,1070649.5,1070649.5,1070649.5,176.147535,176.147535,176.147535,13598.0,13598.0,13598.0,401.54956,401.54956,401.54956,1014645.2857142857,1014645.2857142857,1014645.2857142857,212.25640285714292,212.25640285714292,212.25640285714292,155.78635014836794
6733.379603,1074778.75,1074778.75,1074778.75,150.83578749999998,150.83578749999998,150.83578749999998,13945.0,13945.0,13945.0,407.44371666666666,407.44371666666666,407.44371666666666,1005495.0,1005495.0,1005495.0,162.04137,162.04137,162.04137,155.9347181008902
6734.605487,1078908.0,1078908.0,1078908.0,125.52404,125.52404,125.52404,14292.0,14292.0,14292.0,413.33787333333333,413.33787333333333,413.33787333333333,1019385.8,1019385.8,1019385.8,214.452316,214.452316,214.452316,156.08308605341244
6736.406321,1061274.0,1061274.0,1061274.0,129.377225,129.377225,129.377225,14639.0,14639.0,14639.0,419.23203,419.23203,419.23203,1033276.6,1033276.6,1033276.6,266.86326199999996,266.86326199999996,266.86326199999996,156.2314540059347
6739.063388,1043640.0,1043640.0,1043640.0,133.23041,133.23041,133.23041,14499.8,14499.8,14499.8,459.18458400000003,459.18458400000003,459.18458400000003,1047167.4,1047167.4,1047167.4,319.27420799999993,319.27420799999993,319.27420799999993,156.37982195845697
6751.649360895157,789649.0,789649.0,789649.0,177.28321838378906,177.28321838378906,177.28321838378906,14360.6,14360.6,14360.6,499.13713800000005,499.13713800000005,499.13713800000005,1061058.2,1061058.2,1061058.2,371.68515399999995,371.68515399999995,371.68515399999995,156.52818991097922
6755.907679,820646.1,820646.1,820646.1,215.36392954541014,215.36392954541014,215.36392954541014,14221.4,14221.4,14221.4,539.089692,539.089692,539.089692,1074949.0,1074949.0,1074949.0,424.0961,424.0961,424.0961,156.67655786350147
6775.966014,851643.2,851643.2,851643.2,253.44464070703125,253.44464070703125,253.44464070703125,14082.2,14082.2,14082.2,579.042246,579.042246,579.042246,1009171.0,1009171.0,1009171.0,98.46856,98.46856,98.46856,156.82492581602372
6784.299146,882640.3,882640.3,882640.3,291.52535186865236,291.52535186865236,291.52535186865236,13943.0,13943.0,13943.0,618.9948,618.9948,618.9948,1021937.5,1021937.5,1021937.5,147.0014,147.0014,147.0014,156.97329376854597
6792.078147,913637.4,913637.4,913637.4,329.60606303027345,329.60606303027345,329.60606303027345,14566.0,14566.0,14566.0,391.55865000000006,391.55865000000006,391.55865000000006,1034704.0,1034704.0,1034704.0,195.53424,195.53424,195.53424,157.12166172106825
6799.937815,944634.5,944634.5,944634.5,367.68677419189453,367.68677419189453,367.68677419189453,15189.0,15189.0,15189.0,164.1225,164.1225,164.1225,1047932.5,1047932.5,1047932.5,185.065985,185.065985,185.065985,157.2700296735905
6824.340151,975631.6,975631.6,975631.6,405.76748535351567,405.76748535351567,405.76748535351567,14292.0,14292.0,14292.0,102.27778,102.27778,102.27778,1061161.0,1061161.0,1061161.0,174.59773,174.59773,174.59773,157.41839762611275
6836.618206,1006628.7,1006628.7,1006628.7,443.84819651513675,443.84819651513675,443.84819651513675,14494.0,14494.0,14494.0,126.7755,126.7755,126.7755,1074389.5,1074389.5,1074389.5,164.12947499999999,164.12947499999999,164.12947499999999,157.566765578635
6844.635044,1037625.8,1037625.8,1037625.8,481.92890767675783,481.92890767675783,481.92890767675783,14580.8,14580.8,14580.8,203.88106800000003,203.88106800000003,203.88106800000003,1087618.0,1087618.0,1087618.0,153.66122,153.66122,153.66122,157.71513353115725
6853.393216,1068622.9,1068622.9,1068622.9,520.0096188383789,520.0096188383789,520.0096188383789,14667.6,14667.6,14667.6,280.98663600000003,280.98663600000003,280.98663600000003,1091410.0,1091410.0,1091410.0,199.94604,199.94604,199.94604,157.8635014836795
6869.557119,1099620.0,1099620.0,1099620.0,558.09033,558.09033,558.09033,14754.4,14754.4,14754.4,358.09220400000004,358.09220400000004,358.09220400000004,1084285.0,1084285.0,1084285.0,238.7710911111111,238.7710911111111,238.7710911111111,158.01186943620178
6874.269884,1119326.0,1119326.0,1119326.0,82.95388,82.95388,82.95388,14841.2,14841.2,14841.2,435.1977720000001,435.1977720000001,435.1977720000001,1077160.0,1077160.0,1077160.0,277.5961422222222,277.5961422222222,277.5961422222222,158.16023738872403
6891.143877,1101823.5,1101823.5,1101823.5,257.58644000000004,257.58644000000004,257.58644000000004,14928.0,14928.0,14928.0,512.30334,512.30334,512.30334,1070035.0,1070035.0,1070035.0,316.42119333333335,316.42119333333335,316.42119333333335,158.30860534124628
6894.720367,1084321.0,1084321.0,1084321.0,432.219,432.219,432.219,14364.0,14364.0,14364.0,557.0688700000001,557.0688700000001,557.0688700000001,1062910.0,1062910.0,1062910.0,355.2462444444444,355.2462444444444,355.2462444444444,158.45697329376853
6906.132391,1089610.6666666667,1089610.6666666667,1089610.6666666667,433.32344,433.32344,433.32344,13800.0,13800.0,13800.0,601.8344,601.8344,601.8344,1055785.0,1055785.0,1055785.0,394.0712955555555,394.0712955555555,394.0712955555555,158.60534124629078
6916.51191,1094900.3333333333,1094900.3333333333,1094900.3333333333,434.42788,434.42788,434.42788,14899.0,14899.0,14899.0,325.84882,325.84882,325.84882,1048660.0,1048660.0,1048660.0,432.89634666666666,432.89634666666666,432.89634666666666,158.75370919881306
6919.700341,1100190.0,1100190.0,1100190.0,435.53232,435.53232,435.53232,14773.333333333334,14773.333333333334,14773.333333333334,291.14450666666664,291.14450666666664,291.14450666666664,1041535.0,1041535.0,1041535.0,471.7213977777777,471.7213977777777,471.7213977777777,158.9020771513353
6921.989856958389,745602.0,745602.0,745602.0,429.0511169433594,429.0511169433594,429.0511169433594,14647.666666666666,14647.666666666666,14647.666666666666,256.44019333333335,256.44019333333335,256.44019333333335,1034410.0,1034410.0,1034410.0,510.5464488888888,510.5464488888888,510.5464488888888,159.05044510385756
6928.443148,905620.5,905620.5,905620.5,306.21295347167967,306.21295347167967,306.21295347167967,14522.0,14522.0,14522.0,221.73588,221.73588,221.73588,1027285.0,1027285.0,1027285.0,549.3715,549.3715,549.3715,159.1988130563798
6934.140934,1065639.0,1065639.0,1065639.0,183.37479,183.37479,183.37479,14396.333333333334,14396.333333333334,14396.333333333334,187.03156666666666,187.03156666666666,187.03156666666666,1061821.0,1061821.0,1061821.0,357.91695,357.91695,357.91695,159.34718100890206
6945.989123,1002004.5,1002004.5,1002004.5,267.94953427246094,267.94953427246094,267.94953427246094,14270.666666666666,14270.666666666666,14270.666666666666,152.32725333333332,152.32725333333332,152.32725333333332,1096357.0,1096357.0,1096357.0,166.4624,166.4624,166.4624,159.49554896142433
6969.382723,938370.0,938370.0,938370.0,352.5242785449219,352.5242785449219,352.5242785449219,14145.0,14145.0,14145.0,117.62294,117.62294,117.62294,1080098.5,1080098.5,1080098.5,178.606665,178.606665,178.606665,159.64391691394658
6975.039772,874735.5,874735.5,874735.5,437.09902281738283,437.09902281738283,437.09902281738283,15420.0,15420.0,15420.0,170.76274,170.76274,170.76274,1063840.0,1063840.0,1063840.0,190.75092999999998,190.75092999999998,190.75092999999998,159.79228486646883
6975.909909725189,811101.0,811101.0,811101.0,521.6737670898438,521.6737670898438,521.6737670898438,15260.75,15260.75,15260.75,301.65285500000005,301.65285500000005,301.65285500000005,1047581.5,1047581.5,1047581.5,202.895195,202.895195,202.895195,159.94065281899108
6976.039295,855372.2857142857,855372.2857142857,855372.2857142857,468.8638246484375,468.8638246484375,468.8638246484375,15101.5,15101.5,15101.5,432.54297,432.54297,432.54297,1031323.0,1031323.0,1031323.0,215.03946,215.03946,215.03946,160.08902077151333
6977.142989,899643.5714285715,899643.5714285715,899643.5714285715,416.0538822070313,416.0538822070313,416.0538822070313,14942.25,14942.25,14942.25,563.433085,563.433085,563.433085,1056015.0,1056015.0,1056015.0,243.88168,243.88168,243.88168,160.23738872403558
7016.726413,943914.8571428572,943914.8571428572,943914.8571428572,363.243939765625,363.243939765625,363.243939765625,14783.0,14783.0,14783.0,694.3232,694.3232,694.3232,1073510.3333333333,1073510.3333333333,1073510.3333333333,190.44915666666665,190.44915666666665,190.44915666666665,160.38575667655786
7029.441724,988186.1428571428,988186.1428571428,988186.1428571428,310.43399732421875,310.43399732421875,310.43399732421875,14552.0,14552.0,14552.0,275.95273,275.95273,275.95273,1091005.6666666667,1091005.6666666667,1091005.6666666667,137.01663333333332,137.01663333333332,137.01663333333332,160.5341246290801
7029.721279,1032457.4285714286,1032457.4285714286,1032457.4285714286,257.6240548828125,257.6240548828125,257.6240548828125,14679.2,14679.2,14679.2,283.95959,283.95959,283.95959,1108501.0,1108501.0,1108501.0,83.58411,83.58411,83.58411,160.68249258160236
7043.456647,1076728.7142857143,1076728.7142857143,1076728.7142857143,204.81411244140622,204.81411244140622,204.81411244140622,14806.4,14806.4,14806.4,291.96645,291.96645,291.96645,1112641.0,1112641.0,1112641.0,159.21115,159.21115,159.21115,160.8308605341246
7054.636236,1121000.0,1121000.0,1121000.0,152.00417,152.00417,152.00417,14933.6,14933.6,14933.6,299.97330999999997,299.97330999999997,299.97330999999997,1105551.3333333333,1105551.3333333333,1105551.3333333333,197.69408444444446,197.69408444444446,197.69408444444446,160.97922848664686
7064.362754,1141138.0,1141138.0,1141138.0,318.17664,318.17664,318.17664,15060.8,15060.8,15060.8,307.98017,307.98017,307.98017,1098461.6666666667,1098461.6666666667,1098461.6666666667,236.17701888888888,236.17701888888888,236.17701888888888,161.12759643916914
7071.250744,1123405.0,1123405.0,1123405.0,370.67701999999997,370.67701999999997,370.67701999999997,15188.0,15188.0,15188.0,315.98703,315.98703,315.98703,1091372.0,1091372.0,1091372.0,274.6599533333333,274.6599533333333,274.6599533333333,161.2759643916914
7084.886799,1105672.0,1105672.0,1105672.0,423.1774,423.1774,423.1774,14638.5,14638.5,14638.5,243.368795,243.368795,243.368795,1084282.3333333333,1084282.3333333333,1084282.3333333333,313.1428877777778,313.1428877777778,313.1428877777778,161.42433234421364
7096.235567,1111059.6666666667,1111059.6666666667,1111059.6666666667,361.04374666666666,361.04374666666666,361.04374666666666,14089.0,14089.0,14089.0,170.75056,170.75056,170.75056,1077192.6666666667,1077192.6666666667,1077192.6666666667,351.62582222222227,351.62582222222227,351.62582222222227,161.5727002967359
7096.609192,1116447.3333333333,1116447.3333333333,1116447.3333333333,298.91009333333335,298.91009333333335,298.91009333333335,15130.0,15130.0,15130.0,418.12292,418.12292,418.12292,1070103.0,1070103.0,1070103.0,390.10875666666664,390.10875666666664,390.10875666666664,161.72106824925814
7109.782987,1121835.0,1121835.0,1121835.0,236.77644,236.77644,236.77644,14985.0,14985.0,14985.0,408.60342,408.60342,408.60342,1063013.3333333333,1063013.3333333333,1063013.3333333333,428.5916911111111,428.5916911111111,428.5916911111111,161.8694362017804
7124.23877,1087068.0,1087068.0,1087068.0,337.13162,337.13162,337.13162,14840.0,14840.0,14840.0,399.08392000000003,399.08392000000003,399.08392000000003,1055923.6666666667,1055923.6666666667,1055923.6666666667,467.0746255555556,467.0746255555556,467.0746255555556,162.01780415430267
7128.523503,1007074.75,1007074.75,1007074.75,337.52939432128903,337.52939432128903,337.52939432128903,14695.0,14695.0,14695.0,389.56442,389.56442,389.56442,1048834.0,1048834.0,1048834.0,505.55756,505.55756,505.55756,162.16617210682492
7136.075624,927081.5,927081.5,927081.5,337.9271686425781,337.9271686425781,337.9271686425781,14550.0,14550.0,14550.0,380.04492,380.04492,380.04492,1117461.0,1117461.0,1117461.0,117.62043,117.62043,117.62043,162.31454005934717
7159.49649,847088.25,847088.25,847088.25,338.3249429638672,338.3249429638672,338.3249429638672,14405.0,14405.0,14405.0,370.52542,370.52542,370.52542,1107273.0,1107273.0,1107273.0,106.08777624999999,106.08777624999999,106.08777624999999,162.46290801186942
7159.510397195816,767095.0,767095.0,767095.0,338.72271728515625,338.72271728515625,338.72271728515625,15042.5,15042.5,15042.5,257.798705,257.798705,257.798705,1097085.0,1097085.0,1097085.0,94.5551225,94.5551225,94.5551225,162.61127596439167
7160.145251,783183.0,783183.0,783183.0,297.20923614501953,297.20923614501953,297.20923614501953,15680.0,15680.0,15680.0,145.07199,145.07199,145.07199,1086897.0,1086897.0,1086897.0,83.02246875,83.02246875,83.02246875,162.75964391691394
7162.211498,799271.0,799271.0,799271.0,255.6957550048828,255.6957550048828,255.6957550048828,15520.75,15520.75,15520.75,187.425705,187.425705,187.425705,1076709.0,1076709.0,1076709.0,71.489815,71.489815,71.489815,162.9080118694362
7176.112137,815359.0,815359.0,815359.0,214.1822738647461,214.1822738647461,214.1822738647461,15361.5,15361.5,15361.5,229.77942000000002,229.77942000000002,229.77942000000002,1051901.0,1051901.0,1051901.0,80.99485,80.99485,80.99485,163.05637982195844
7201.396059989929,831447.0,831447.0,831447.0,172.66879272460938,172.66879272460938,172.66879272460938,15202.25,15202.25,15202.25,272.13313500000004,272.13313500000004,272.13313500000004,1077786.6666666667,1077786.6666666667,1077786.6666666667,79.08613666666666,79.08613666666666,79.08613666666666,163.2047477744807
7201.834287,893553.2,893553.2,893553.2,166.5061861796875,166.5061861796875,166.5061861796875,15043.0,15043.0,15043.0,314.48685,314.48685,314.48685,1103672.3333333333,1103672.3333333333,1103672.3333333333,77.17742333333334,77.17742333333334,77.17742333333334,163.35311572700294
7219.814448,955659.4,955659.4,955659.4,160.34357963476563,160.34357963476563,160.34357963476563,14927.5,14927.5,14927.5,309.2901,309.2901,309.2901,1129558.0,1129558.0,1129558.0,75.26871,75.26871,75.26871,163.50148367952522
7234.526939,1017765.6,1017765.6,1017765.6,154.18097308984375,154.18097308984375,154.18097308984375,14812.0,14812.0,14812.0,304.09335,304.09335,304.09335,1131842.0,1131842.0,1131842.0,259.518905,259.518905,259.518905,163.64985163204747
7238.522343,1079871.8,1079871.8,1079871.8,148.0183665449219,148.0183665449219,148.0183665449219,14963.75,14963.75,14963.75,261.1085175,261.1085175,261.1085175,1134126.0,1134126.0,1134126.0,443.7691,443.7691,443.7691,163.79821958456972
7244.70821,1141978.0,1141978.0,1141978.0,141.85576,141.85576,141.85576,15115.5,15115.5,15115.5,218.123685,218.123685,218.123685,1134599.3333333333,1134599.3333333333,1134599.3333333333,411.4213555555555,411.4213555555555,411.4213555555555,163.94658753709197
7254.456078,1162861.0,1162861.0,1162861.0,320.26923,320.26923,320.26923,15267.25,15267.25,15267.25,175.13885249999998,175.13885249999998,175.13885249999998,1135072.6666666667,1135072.6666666667,1135072.6666666667,379.0736111111111,379.0736111111111,379.0736111111111,164.09495548961422
7256.364157,1151019.6666666667,1151019.6666666667,1151019.6666666667,352.1951633333333,352.1951633333333,352.1951633333333,15419.0,15419.0,15419.0,132.15402,132.15402,132.15402,1135546.0,1135546.0,1135546.0,346.72586666666666,346.72586666666666,346.72586666666666,164.24332344213647
7276.730937,1139178.3333333333,1139178.3333333333,1139178.3333333333,384.1210966666667,384.1210966666667,384.1210966666667,15332.0,15332.0,15332.0,101.68256,101.68256,101.68256,1136019.3333333333,1136019.3333333333,1136019.3333333333,314.37812222222226,314.37812222222226,314.37812222222226,164.39169139465875
7279.995056,1127337.0,1127337.0,1127337.0,416.04703,416.04703,416.04703,14826.0,14826.0,14826.0,119.291675,119.291675,119.291675,1136492.6666666667,1136492.6666666667,1136492.6666666667,282.0303777777778,282.0303777777778,282.0303777777778,164.540059347181
7296.343108,1135323.0,1135323.0,1135323.0,318.297015,318.297015,318.297015,14320.0,14320.0,14320.0,136.90079,136.90079,136.90079,1136966.0,1136966.0,1136966.0,249.68263333333334,249.68263333333334,249.68263333333334,164.68842729970325
7304.860877,1143309.0,1143309.0,1143309.0,220.547,220.547,220.547,14725.0,14725.0,14725.0,144.072595,144.072595,144.072595,1137439.3333333333,1137439.3333333333,1137439.3333333333,217.3348888888889,217.3348888888889,217.3348888888889,164.8367952522255
7324.29579,1108645.0,1108645.0,1108645.0,515.5541,515.5541,515.5541,15130.0,15130.0,15130.0,151.24439999999998,151.24439999999998,151.24439999999998,1137912.6666666667,1137912.6666666667,1137912.6666666667,184.98714444444448,184.98714444444448,184.98714444444448,164.98516320474775
7326.161069,1068595.0,1068595.0,1068595.0,538.053830114746,538.053830114746,538.053830114746,15535.0,15535.0,15535.0,158.416205,158.416205,158.416205,1138386.0,1138386.0,1138386.0,152.6394,152.6394,152.6394,165.13353115727003
7340.251996,1028545.0,1028545.0,1028545.0,560.5535602294922,560.5535602294922,560.5535602294922,15940.0,15940.0,15940.0,165.58801,165.58801,165.58801,1104442.5,1104442.5,1104442.5,194.867575,194.867575,194.867575,165.28189910979228
7348.629303,988495.0,988495.0,988495.0,583.0532903442382,583.0532903442382,583.0532903442382,15302.5,15302.5,15302.5,129.91958499999998,129.91958499999998,129.91958499999998,1070499.0,1070499.0,1070499.0,237.09575,237.09575,237.09575,165.43026706231453
7349.578727,948445.0,948445.0,948445.0,605.5530204589843,605.5530204589843,605.5530204589843,14665.0,14665.0,14665.0,94.25116,94.25116,94.25116,1084295.0,1084295.0,1084295.0,193.198405,193.198405,193.198405,165.57863501483678
7352.287284,908395.0,908395.0,908395.0,628.0527505737305,628.0527505737305,628.0527505737305,14868.0,14868.0,14868.0,121.23854,121.23854,121.23854,1098091.0,1098091.0,1098091.0,149.30106,149.30106,149.30106,165.72700296735903
7371.18717,868345.0,868345.0,868345.0,650.5524806884765,650.5524806884765,650.5524806884765,15071.0,15071.0,15071.0,148.22592,148.22592,148.22592,1073110.0,1073110.0,1073110.0,136.20242,136.20242,136.20242,165.8753709198813
7386.939958,828295.0,828295.0,828295.0,673.0522108032226,673.0522108032226,673.0522108032226,15274.0,15274.0,15274.0,175.2133,175.2133,175.2133,1098719.6666666667,1098719.6666666667,1098719.6666666667,119.64375666666666,119.64375666666666,119.64375666666666,166.02373887240356
7397.529439210892,788245.0,788245.0,788245.0,695.5519409179688,695.5519409179688,695.5519409179688,15216.333333333334,15216.333333333334,15216.333333333334,158.23468,158.23468,158.23468,1124329.3333333333,1124329.3333333333,1124329.3333333333,103.08509333333333,103.08509333333333,103.08509333333333,166.1721068249258
7404.950901,804541.0,804541.0,804541.0,677.5848999023438,677.5848999023438,677.5848999023438,15158.666666666666,15158.666666666666,15158.666666666666,141.25606,141.25606,141.25606,1149939.0,1149939.0,1149939.0,86.52643,86.52643,86.52643,166.32047477744806
7419.602168,820837.0,820837.0,820837.0,659.6178588867188,659.6178588867188,659.6178588867188,15101.0,15101.0,15101.0,124.27744,124.27744,124.27744,1152955.5,1152955.5,1152955.5,257.21234000000004,257.21234000000004,257.21234000000004,166.4688427299703
7428.582293,837133.0,837133.0,837133.0,641.6508178710938,641.6508178710938,641.6508178710938,15252.75,15252.75,15252.75,154.24294749999999,154.24294749999999,154.24294749999999,1155972.0,1155972.0,1155972.0,427.89825,427.89825,427.89825,166.61721068249255
7430.157296895981,853429.0,853429.0,853429.0,623.6837768554688,623.6837768554688,623.6837768554688,15404.5,15404.5,15404.5,184.208455,184.208455,184.208455,1156433.75,1156433.75,1156433.75,392.15613375000004,392.15613375000004,392.15613375000004,166.76557863501483
7434.805633,1162917.0,1162917.0,1162917.0,176.83386,176.83386,176.83386,15556.25,15556.25,15556.25,214.1739625,214.1739625,214.1739625,1156895.5,1156895.5,1156895.5,356.4140175,356.4140175,356.4140175,166.91394658753708
7441.511163,1173343.0,1173343.0,1173343.0,178.54329,178.54329,178.54329,15708.0,15708.0,15708.0,244.13947,244.13947,244.13947,1157357.25,1157357.25,1157357.25,320.67190125,320.67190125,320.67190125,167.06231454005933
7444.60554,1183769.0,1183769.0,1183769.0,180.25272,180.25272,180.25272,15621.0,15621.0,15621.0,283.351435,283.351435,283.351435,1157819.0,1157819.0,1157819.0,284.92978500000004,284.92978500000004,284.92978500000004,167.21068249258158
7476.821852,1166494.0,1166494.0,1166494.0,250.88647500000002,250.88647500000002,250.88647500000002,15534.0,15534.0,15534.0,322.5634,322.5634,322.5634,1158280.75,1158280.75,1158280.75,249.18766875,249.18766875,249.18766875,167.35905044510383
7480.090404,1149219.0,1149219.0,1149219.0,321.52023,321.52023,321.52023,15700.5,15700.5,15700.5,323.59763,323.59763,323.59763,1158742.5,1158742.5,1158742.5,213.44555250000002,213.44555250000002,213.44555250000002,167.5074183976261
7499.944324,1164972.0,1164972.0,1164972.0,219.00073,219.00073,219.00073,15867.0,15867.0,15867.0,324.63185999999996,324.63185999999996,324.63185999999996,1159204.25,1159204.25,1159204.25,177.70343625,177.70343625,177.70343625,167.65578635014836
7521.236962,1153439.3333333333,1153439.3333333333,1153439.3333333333,240.26901,240.26901,240.26901,16033.5,16033.5,16033.5,325.66609,325.66609,325.66609,1159666.0,1159666.0,1159666.0,141.96132,141.96132,141.96132,167.8041543026706
7525.370195,1141906.6666666667,1141906.6666666667,1141906.6666666667,261.53729,261.53729,261.53729,16200.0,16200.0,16200.0,326.70032,326.70032,326.70032,1149785.5,1149785.5,1149785.5,175.73827,175.73827,175.73827,167.95252225519286
7529.373865,1130374.0,1130374.0,1130374.0,282.80557,282.80557,282.80557,15548.0,15548.0,15548.0,517.80666,517.80666,517.80666,1139905.0,1139905.0,1139905.0,209.51522,209.51522,209.51522,168.1008902077151
7544.66245,1135732.3,1135732.3,1135732.3,257.5844504,257.5844504,257.5844504,14896.0,14896.0,14896.0,708.913,708.913,708.913,1130024.5,1130024.5,1130024.5,243.29217,243.29217,243.29217,168.2492581602374
7550.867737,1141090.6,1141090.6,1141090.6,232.36333079999997,232.36333079999997,232.36333079999997,15048.25,15048.25,15048.25,578.5229925,578.5229925,578.5229925,1120144.0,1120144.0,1120144.0,277.06912,277.06912,277.06912,168.39762611275964
7561.249898,1146448.9,1146448.9,1146448.9,207.1422112,207.1422112,207.1422112,15200.5,15200.5,15200.5,448.132985,448.132985,448.132985,1094726.0,1094726.0,1094726.0,356.2493,356.2493,356.2493,168.5459940652819
7568.716677,1151807.2,1151807.2,1151807.2,181.92109159999998,181.92109159999998,181.92109159999998,15352.75,15352.75,15352.75,317.74297750000005,317.74297750000005,317.74297750000005,1092409.0,1092409.0,1092409.0,421.91748,421.91748,421.91748,168.69436201780414
7572.050975,1157165.5,1157165.5,1157165.5,156.69997199999997,156.69997199999997,156.69997199999997,15505.0,15505.0,15505.0,187.35297,187.35297,187.35297,1118770.6666666667,1118770.6666666667,1118770.6666666667,314.9953266666667,314.9953266666667,314.9953266666667,168.8427299703264
7599.685137,1162523.8,1162523.8,1162523.8,131.4788524,131.4788524,131.4788524,15361.0,15361.0,15361.0,89.05964,89.05964,89.05964,1145132.3333333333,1145132.3333333333,1145132.3333333333,208.07317333333336,208.07317333333336,208.07317333333336,168.99109792284864
7600.032362,1167882.1,1167882.1,1167882.1,106.25773279999999,106.25773279999999,106.25773279999999,15563.333333333334,15563.333333333334,15563.333333333334,91.73996333333334,91.73996333333334,91.73996333333334,1171494.0,1171494.0,1171494.0,101.15102,101.15102,101.15102,169.13946587537092
7613.653569,1173240.4,1173240.4,1173240.4,81.03661319999998,81.03661319999998,81.03661319999998,15765.666666666666,15765.666666666666,15765.666666666666,94.42028666666667,94.42028666666667,94.42028666666667,1177252.0,1177252.0,1177252.0,695.8207,695.8207,695.8207,169.28783382789317
7626.620847,1178598.7,1178598.7,1178598.7,55.81549359999997,55.81549359999997,55.81549359999997,15968.0,15968.0,15968.0,97.10061,97.10061,97.10061,1177590.5,1177590.5,1177590.5,637.434946,637.434946,637.434946,169.43620178041542
7629.885088,1183957.0,1183957.0,1183957.0,30.594374,30.594374,30.594374,15933.2,15933.2,15933.2,216.557048,216.557048,216.557048,1177929.0,1177929.0,1177929.0,579.049192,579.049192,579.049192,169.58456973293767
7638.780638217926,809048.0,809048.0,809048.0,519.7429809570312,519.7429809570312,519.7429809570312,15898.4,15898.4,15898.4,336.013486,336.013486,336.013486,1178267.5,1178267.5,1178267.5,520.663438,520.663438,520.663438,169.73293768545992
7639.705872,1205498.0,1205498.0,1205498.0,428.79947,428.79947,428.79947,15863.6,15863.6,15863.6,455.46992400000005,455.46992400000005,455.46992400000005,1178606.0,1178606.0,1178606.0,462.277684,462.277684,462.277684,169.8813056379822
7661.442837715149,874503.0,874503.0,874503.0,334.291015625,334.291015625,334.291015625,15828.8,15828.8,15828.8,574.926362,574.926362,574.926362,1178944.5,1178944.5,1178944.5,403.89193,403.89193,403.89193,170.02967359050444
